Co,Co,Co,Co,Co,Co,Co,Co,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Zn,Zn,Zn,Zn,Zn,Zn,Zn,Zn,As,As,As,As,As,As,As,As,Se,Se,Se,Se,Se,Se,Se,Se,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Te,Te,Te,Te,Te,Te,Te,Te,Au,Au,Au,Au,Au,Au,Au,Au,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Bi,Bi,Bi,Bi,Bi,Bi,Bi,Bi
430,1.285,40.71,1.54,351.2,36.9,16.25,72.4274393911521,0,10.09,504.48,0.577,3666.94,632.01,15.13,,400,5.766,6.28,1.35,1042.18,216.85,0.248,,2510,3.704,b.d.l,,4272.55,452.88,0.397,,0,0.165,414.22,0.91,185.3,289.21,4.964,3.168614521780821,0,10.18,b.d.l,6.89,25.41,9,0.055,154.0059818311867,1.5,0.123,0.314,0.117,63.75,2.84,,,33.8,4.071,3.65,0.038,19.46,68.02,0.032,0.2769358093599633,0,0,b.d.l,1.41,,<0.13,22.62,4.673982182640062,0.18,31.56,0.55,0.064,,<0.01,0.009,0.0383595640119275,518,4.698,8.63,5.56,313.56,49.22,0.327,3.245802343347602,,0.384,1.56,,5.85,1.82,0.132,0.069031471356063
580,572.2,199.181292809694,1.58,306.25,35.7,5.43,,190,10.54,157.20685648381,0.66,3824.8,477.93,1.55,,20,7.42,31.6150261824405,24.2,3102.7,292.21,0.25,0.005087979738086975,6840,2.946,b.d.l.,3.45,3140.22,431.2,0.49,6.732582459800065,0,71.64,426.254465760333,9.6,180.38,362.93,1682.88,3.219048038010726,0,34.51,b.d.l.,29.7,20.08,21,3.14,225.9692198488395,6.5,2.355,2.14925861142771,1.6,68.42,6.16,0.16,0.2044566384111141,31.17,0.109,b.d.l.,0.05,14.59,93.05,,0.3373022758949316,280,0,8.55796161376044,0.25,,<0.13,0.42,2.260277841959107,0.14,0.611,7.30574381504061,0.05,,0.49,1.23,0.1074409083657448,467,10.87,17.8023647263302,1.28,270.26,24.1,0.47,7.515567915755737,25.45,5.781,b.d.l.,0.037,4.57,1.87,0.12,0.04660460745705727
680,579.4,187,1.64,417.64,80.81,11.59,198.1755501943435,340,10.74,247.79,3.85,3365.35,465.81,17.71,,130,8.245,8.45,1.07,8664.3,264.79,0.27,0.007884632832332069,0,4.879,b.d.l,,1424.24,371.82,0.59,,0,47.31,455.51,0.4,152.72,541.39,784.63,3.311585014992166,240,39.71,b.d.l,1.81,18.36,309.57,5.78,175.145243150972,4,0,b.d.l,,190.92,5.55,0.64,,25.7,0.02,1.39,,19.84,63.07,0.13,,330,0,b.d.l,0.28,,5.84,3.98,4.203337250214025,0.21,14.64,0.044,,,<0.01,3.14,0.05379128375389931,436,0.113,8.96,,255.59,126.11,0.76,,13.42,0.25,1.02,0.069,5.06,1.91,0.72,0.1142563426743408
720,472.9,138,1.69,332.01,7.09,0.23,38.03756442894019,150,12.46,215,1.4,2316.59,75.32,0.5,1.8,0,2.473,66.1,46,3080.42,479.03,0.44,0.05465643756420027,0,3.038,56,10.4,1339.3,551.48,0.97,17.67609664435756,0,51.86,49.4,7.1,117.3,289,1997.39,3.40607850970243,40,32.26,10.2,12,13.11,49,3.94,55.14022777055726,2.9,0.06,1.7,3.68,82.29,14.42,0.19,,15.44,0.02,46.7,0.025,17.37,123.63,,,610,0,9.1,0.5,,<0.13,22.62,0.2626479938978574,0.08,2.346,0.5,0.1,,<0.01,0.12,0.03330563485228007,629,0.15,272,0.59,204.98,15.17,0.72,5.192121352549243,,0.017,4.4,0.166,4.21,2,0.22,0.02554905491634463
760,11000,211,1.69,178.68,36.47,83.97,318.0581254987981,100,15,25.2,1.4,1061.24,685.31,151.7,,130,17.36,10.6,9.3,9686.11,328.91,0.44,0.01787545179493549,1600,2.1,1.2,5.1,24.98,649.66,0.498,,0,1200,49.8,6.4,144.89,141.9,18.76,4.376779015730008,100,162.1,146,12,11.36,95.9,2.37,154.2078414671846,4.4,0.028,0.1,3.68,7.8,6.17,0.022,,48.34,bdl,0.8,,83.63,9.39,0.026,,0,0.2547,2.4,,,<0.13,1.47,4.467709585595725,0.05,0.49,bdl,,,<0.01,,0.0596595003125215,557,0.22,5.6,0.44,389.92,36.88,3.604,4.321060398394921,29.93,0.069,0.1,0.074,9.58,2.06,0.179,0.1745743336921135
1470,13340,197,0.34,10.78,6.68,0.858,,80,17.05,271,0.41,189.11,204.49,1.1,,200,10.22,77.6,13.6,275.4,472.08,0.478,0.008094615735736398,4560,5.303,26.5,6.4,62.7,705.98,0.455,,0,4359,51.6,6.9,3.94,125,4.181,4.608739757036307,30,19.85,14.8,79,0.36,62.3,0.053,234.294664706315,9.4,7.369,3.5,4.37,6.83,7.93,0.164,0.2940987514462162,44.18,0.392,75.4,0.025,1.38,22.34,0.037,0.4655789504261654,1050,0,bdl,0.5,,<0.13,,1.386893426093869,0.06,16.67,0.8,0.1,,<0.01,0.027,0.1309220239469088,662,5.124,352,2.75,13.69,27.91,1.156,12.26216952055237,23.83,15.42,4.3,0.01,0.59,2.21,2.419,0.04952017559404336
90,5790,90.549392456449,0.341,35.58,21.88,582.4,242.8020605602824,180,17.39,164.150787771468,,318.85,172.9,67.83,,,25.13,42.3742787642679,0.64,369.49,583.94,0.944,,4110,3.998,10.6856768757317,,108.28,1054.9,18.56,,80,1171,51.7814116689021,16.82,17.24,93.1,3.645,4.875863573926652,,8.508,b.d.l.,5.04,1.01,51,0.043,157.385463990638,6.3,6.375,10.1617993217123,,7.91,7.72,9.091,,15.45,0.21,4.79128152210159,,5.67,57.72,0.025,,,0,1.12060986516868,8.78,,<0.13,,3.540584251331649,0.17,41.17,6.27775875381017,,,0.71,0.014,0.04903737230525994,656,2.586,45.8715765278935,,38,109.13,21.6,,21.95,3.123,1.00398379540902,0.0112,0.98,2.22,12.05,0.07697565886357136
670,13000,940.3329817523528,0.35,122.75,123.15,0.39,171.7,180,18,865.0379790135294,0.51,243.93,730.43,0.32,200.5,520,752.89,1.724945531588235,19,674.02,514.68,0.99,1101,,2.7,1.797347518176471,10,405.56,1000.47,1.13,51.34,80,46,51.91451491617646,10.4,11.55,497.5,55.36,4.89,40,82.19,15.00219437858823,119,3.28,436.8,5.24,324.7,1.9,0.067,0.9627168721764706,4.29,7.15,6.51,0.99,1.163,35.54,0.079,0.2717019790588235,0.025,6.58,34.84,,0.253,910,0.4560601281342226,9.044726134705883,3,,<0.13,3.96,3.16,0.14,0.093,0.8114748577647058,0.1,,<0.01,0.53,0.065,485,0.43,3.058401562539883,4.5,60.91,62.2,0.25,51.92,30.59,1.4,2.528755972823529,0.01,1.79,2.26,0.38,12.59
2200,19618,330,0.235,16.02,194.44,0.29,213.7,100,19,20.4,1.21,260.75,763.34,0.33,138.1,9700,6.397,14.9,,361.85,477.74,0.99,164.6,100,0.794,2.3,,76.1,718.41,1.23,2.787,81,326.2799,53,0.39,7.05,320.6,22.76,4.999,,9,95.4,33.44,1.51,355.4,42.34,416.6,200,0.2477,bdl,,10.76,6.51,,0.718,100,0.2496,1.1,0.064,2.84,49.9,0.43,0.283,,0.1694,bdl,4.16,,<0.13,0.99,2.865,,,bdl,0.037,,<0.01,,0.059,100,1.5017,2.1,0.38,28.57,76.31,0.65,29.01,,0.0631,bdl,,1.52,2.33,0.62,18.61
2800,,611,0.238,187.36,14.16,41.28,121.2,1900,38.19,4.67,0.33,433.02,383.93,3.797,182.7,7.3,3.887,0.083,20.4,502.34,573.7,1.107,222.9,100,2.856,0.061,3.78,1466.81,852.59,0.331,2.793,81,56.57,8.5,9.1,23.07,289,33.17,5.038,21,108.8,2.32,57.3,2.36,135.1,0.128,259.5,,0,0.0111,1.68,13.33,11.27,,0.56,0.83,0.032,0,0.05,8.59,113.5,0.039,0.232,0.74,0,159,0.25,,5.15,0.29,2.644,0.26,5.74,4.2,0.05,,<0.01,,0.057,200,0,0.119,2.65,83.14,56.03,0.296,63.78,21.72,0.23,0.23,0.88,3.04,2.38,0.123,10.78
900,10340,249,0.274,86.38,36.93,473.4,7.68379017536148,2500,38.91,2.43,0.262,310.42,547.46,773.3,,,9.552,1.3,2200.65,241.18,495.27,1.15,0.06608520379712637,100,6.563,0.119,,3473.4,866.28,2.936,,94,141,8.5,2.31,7.8,559.3,14.44,5.382067644044212,100,23.31,1.77,5.4,2.54,70.7,0.133,123.780682770191,200,3.965,0.062,0.468,7.01,8.55,0.376,0.6010413767868693,,0.253,0.0169,,3.2,169.81,0.01,,,0,302,0.95,,8.59,,0.2482340551749385,,0.018,8,0.022,,<0.01,0.024,,200,589.8,0.82,1.06,37.47,72.04,20.16,,10.87,22.81,0.28,0.417,1.21,2.63,1.015,0.06040402926434144
3400,,497,0.293,56.96,177.64,390.5,15.75081942520949,2500,39.09,2.68,0.4,1904.16,699.45,220.8,,39.6,5.088,0.85,,87.28,316.52,0.484,,100,2.448,0.094,3.34,82.21,857.38,0.336,,94,136.5,8.5,8.23,93.88,363.7,3.449,5.382067644044212,23.8,122.2,4.48,4.91,23.28,345.5,0.163,236.1893163219584,0.41,0.041,0.069,,1.07,7.14,0.009,,1.39,0,0.0244,,4.94,32.89,0.052,0.9961246636632404,0.29,0,67,0.61,,<0.13,,1.522707533195592,0.1,51.61,3.7,,,<0.01,0.043,0.1373730027567355,100,0,0.36,0.421,35.54,114.61,3.175,7.339798600630798,,0.011,0.271,,1.91,2.73,0.084,0.04017779681323643
16600,10950,8.33,0.3,47.6,118.84,1.498,3.781749952325578,2500,39.15,0.561,0.73,1046.06,661.37,0.161,,5.13,3.995,0.32,12.3,179.44,1411.9,0.526,,100,12.01,0.076,4.54,9.45,319.79,0.73,,98,109.5,8.5,6.09,70.04,226.7,27.63,5.454504745127254,16.7,25.77,0.563,39.7,15.16,330,0.137,301.6818684295824,b.d,0.389,0.165,6.49,0.74,29.69,0.245,0.1370030088359135,7.99,0.304,0.0125,0.025,3.87,31.92,,0.8013984431146981,0.88,0,110,0.5,,<0.13,26.57,1.106463502676967,0.18,0.132,42,0.1,,<0.01,0.03,0.05519784784073879,100,0.679,2.76,0.75,29.01,70.95,2.72,5.642945489442557,,0.739,0.233,0.01,1.13,2.76,0.939,0.05091749076915182
460,,1.04,0.3,53.12,290.52,22.86,7.730723927847856,780,40,1.101,0.26,1035.58,1020.55,9.02,,,3.433,104,4.6,152.73,602.22,0.531,,,3.497,0.098,3.7,31.6,486.7,0.42,11.22590688297774,100,517.7,8.5,4.94,70.3,387.9,0.714,5.569443998032581,210,103.2,0.799,17,12.22,191.4,0.04,283.670510211105,10.3,0,0.49,4.97,1.06,2.07,0.069,0.3883872324546765,26.16,0,0.0246,,4.87,92.85,0.018,2.487498841996073,,0,22,,,<0.13,67.83,2.238909653678535,0.06,14.87,6,,,<0.01,,0.174273288748935,419,0,1.54,0.406,44.36,134.09,,16.41789830607731,10,0.039,0.4,,1.57,2.83,,
900,,495,0.015,91.97,37.5,3.405,,9700,41.17,8.78,0.09,1542.91,509.75,2.353,,28.3,539.7,0.052,36.5,340.14,840.58,0.564,,100,4.08,0.059,4.4,16.71,551.01,0.39,,129,178.6,8.5,7.8,76.61,175.1,1.551,3.476205434082186,124,122.1,9.44,55,11.18,116.1,0.032,256.8232275190347,2.9,0.059,0.063,1.62,1.17,10.21,,0.2590922746258136,,0,0,0.05,8.27,10.79,,0.3071783281968361,0.6,0,437,0.25,,2.46,0.82,1.235269673845937,0.05,13.77,1.3,0.05,,<0.01,0.052,0.1317584560830631,,0.026,0.146,1.18,49.33,125.53,0.022,8.66739811730896,20.98,0.229,0.196,0.072,2.16,2.84,0.019,0.05006288675513389
1100,1356,39.4,0.365,66.34,93.13,620.7,,240,42.92,0.102,0.147,1065.64,976.32,240.3,,530,4.617,0,340.21,281.04,565.79,0.566,,7470,8.985,0.068,,9.91,1070.62,9.756,,130,508.5,8.5,0.41,96.58,189.2,1.647,3.485382889155046,,31.77,0.594,12.98,12.73,43,0.066,233.9708183133586,3.2,0.318,0.023,0.994,1.56,6.8,0.448,0.2728142404581363,34.98,0.131,0.0142,0.097,5.03,61.66,0.035,0.440720929808735,200,0,20,0.488,,<0.13,,1.339051803387111,0.16,3.555,15,0.015,,<0.01,0.005,0.1309069804432989,738,1.728,0.033,2.075,38.5,98.86,25.9,9.826109563449181,,4.981,0.0148,0.957,1.72,2.85,1.701,0.04692857173845574
1100,6500,105,0.388,25.93,62.9,25.27,196.1,9400,43,1.16,0.39,1085.23,272.38,36.18,172.7,2.5,96.06,0.044,,268.44,501.2,0.59,41.34,100,3.9,0.089,,12.46,1555.58,0.75,48.63,147.5,1200,8.5,7.82,80.71,592.2,6356.62,3.734,67,17.37469190325265,1.2,3.81,10.05,170,0.65,120.4,8.1,0.19,0.151,,0.73,<0.01,,1.818,5.72,1.3,0.0136,,5.42,11.6,0.58,2.462,5.5,0.1907,70,4.03,,<0.13,1.76,0.7,0.06,0.33,4.3,,,<0.01,3.63,0.029,,15,0.19,0.051,31.2,55.9,,31.89,8.69,12,0.2,,1.43,33.56,2.36,0.029
280,,72.4,0.42,29.62,192.78,113.1,,,43.41,11.55,0.93,414.73,423.27,178.9,,70,4572,0.077,14.4,7690.74,78.45,0.62,0.1333756562033009,,114.4,0,4.8,242.05,1.9,0.379,,150,521.2,8.5,7.1,798.56,650.9,8.483,5.697445558289677,260,38.43,29.1,33.5,28.51,1.3,0.126,270.9594778837758,6.6,32.88,0.0128,5.77,215.92,0.79,,0.2289316365294671,35.53,1.357,0,0.025,13.24,33.95,,0.5637329826667946,,0,320,0.5,,<0.13,,1.513665960026108,0.19,1.195,0.65,0.1,,0.01,0.016,0.1261476172373497,692,1940,0.116,0.481,278.73,70.72,,8.168439434170295,,40.41,0.105,0.01,1.89,0.01,,0.05254077301100114
340,,486,0.43,55.72,60.48,15.05,,,45.91,2.86,0.13,536.22,541.14,0.218,,,26.86,0.123,33.3,6702.92,132.01,0.66,,1150,4.488,0,7.5,204.4,1.43,0.364,9.012644458801772,150,218.6,8.5,8.67,802.39,739.1,2.096,5.794185339272566,70,173.7,3.03,67.1,22.42,0.7,0.094,190.3534254054963,5.6,0.069,0.0287,2.33,108.84,1.44,0.407,0.2104604089884398,33.15,0,0.0134,0.05,13.57,39.15,0.04,1.457723166089786,,0,136,0.25,,<0.13,6.23,1.345041569226549,0.11,69.56,10,0.05,,<0.01,0.064,0.106645790252523,437,0.09,1.23,2.07,266.16,112.29,0.181,9.893217022205974,20.98,0.92,0.7,1.27,1.9,0.02,0.145,0.04223783683660932
380,8799,627.0278062224723,0.484,12.23,1000.45,40.95,4.905705795261896,,49.05,304.8907969834261,,379.69,1342.95,8.514,,,76.52,650.8739278153895,19.39,7403.79,183.47,0.666,,,11.57,8.866288274489415,,326.06,1.98,0.679,9.435735837582522,150,3690,8.5,,811.27,139,49.53,5.941584328742462,180,13.37,25.71321823786434,79.5,21.42,11,0.242,265.9059810459245,2.7,5.286,0.5567363148047513,,138.06,2.24,0.19,0.3327035723357888,29.82,0.14,0.1222659426556854,0.022,10.72,6.22,0.008,1.28369926292612,,0,0.8238769663428864,0.055,,<0.13,3.77,1.712538778410166,0.11,0.399,0.008,,,0.04,0.025,0.1146916146865807,736,2.586,3.633337649619103,,347.03,308.27,0.604,10.91086882245919,7.44,4.11,8.583821209992346,0.0237,1.28,0.03,0.029,
440,7427.281744650945,10.1,0.51,31.74,198.62,,220.2,310,50.15110954405957,3.1,0.44,487.06,1021.34,5.86,173.4,270,,1940,10.5,9472.7,259.26,0.71,49.64,1160,0.3806,0.189,4.28,295.32,12.88,0.52,1.216,150,280.7650513552724,8.5,7.1,678.26,368.6,1354.28,6.09,70,91.06955056277631,3.81,63,31.83,14,2.38,408.9,3.7,0.02818412868679673,5.2,5.75,278,4.67,0.18,0.443,14.19,0.0326,0.52,0.025,12.74,41.71,0.62,0.088,380,0.2203413905651632,212,0.5,,0.07,0.99,0.611,0.06,0.01,1.9,0.1,,0.06,0.29,0.014,541,0.0292,16.3,0.66,345.84,690.36,0.34,29.76,10.87,0.0053,10.7,0.01,1.61,0.04,0.65,2.639
16900,12230,459,0.527,314.85,317.31,4.21,71.05737324911638,,50.47,5.26,,2145.59,795.91,,1.8,6.66,4.298,3.3,,1846.77,184.1,0.35,0.02882982219710097,100,9.478,18.1,1.77,36.5,1.58,0.84,,158,286.1,8.5,14.11,904.12,436.4,392.14,23.39777063933564,3,27.98,9.99,9.61,23.31,2,0.54,127.8847706849554,b.d,0.113,1.13,,8.87,1.45,,,,0.152,0.181,,11.98,20.93,,,0.74,0,168,,,<0.13,0.12,2.998496975880951,0.22,0.012,9.4,,,<0.01,0.32,0.1469971840553317,200,1.252,7.8,0.129,179.1,345.88,0.37,4.282394959414803,,0.44,11.3,0.125,1.94,0.05,0.19,0.1466466417143695
800,11140,23.0871107250879,0.53,288.56,165.4,3.138,,,50.76,32.1100370039272,0.33,1771.72,1053.98,155.1,,180,3.123,18.7935899648501,15,4484.45,274.72,0.378,,,17.8,b.d.l.,6,2846.73,11.55,0.32,,,72.44,8.5,11.3,831.35,265.1,10.32,23.99975470084727,260,22.09,5.82712359296552,26.3,17.27,8.9,1.589,262.0293479627337,4.5,0.024,1.8272333273463,5.56,71.96,5.32,0.153,0.2448236562579676,46.65,0.127,b.d.l.,0.084,14.91,33.19,,1.205098632776298,,0,1.45141381231472,0.5,,<0.13,0.05,2.230122391506333,0.1,0.093,0.132197682409994,0.1,,0.06,0.043,0.1289672667819054,718,0.689,1.92546221132734,1.11,258.49,644.55,3.37,9.407539792698623,7.56,0.143,b.d.l.,0.85,2.29,0.06,1.529,0.07950347496293211
810,,7.2,0.55,269.11,330.01,638.9,172.2,,50.92,6.9,0.35,1666.35,500.81,266.5,166.6,160,5.3,17.3,14.3,3814.13,117.45,0.397,257.7,2740,2.584,39,5.2,48.4,3.06,0.422,227.3,,23.61,8.5,7.2,880.55,138.7,2.604,25.72,330,134.3,19.9,52,22.82,5.8,0.03,177,5.1,0,0.2,4.97,76.16,1.06,,1.133,13.83,0.032,50.8,0.025,12.01,5.99,,1.375,,0,bdl,0.5,,<0.13,,0.538,0.07,7.963,0.3,0.1,,0.02,,0.015,722,0.015,66,0.406,146.24,273.52,2.106,31.87,28.63,0.193,0.2,0.01,1.86,0.06,0.039,1.673
810,,385,0.564,322.35,1073.64,22.2,121.1,,51.83,17.5,6.37,2736.98,1251.01,0.141,232.3,1400,40.41,22,0.43,5062.1,121.67,0.404,543.6,,4.197,61,,163.75,0.08,1.487,24.78,,385.6,8.5,18.62,862.89,177.3,2.849,25.96,,93.27,16.4,20.55,29.22,12,0.269,285.5,2.8,0.029,2.3,,66.05,1.76,0.51,9.386,46.35,0.083,1.27,,14.2,6.92,0.037,0.549,,0,188,11.28,,<0.13,3.78,31.1,0.18,16.36,7.8,0.033,,0.05,0.061,0.094,537,0.09,20,0.154,597.14,297.76,1.406,4.939,15.81,0.97,10.5,0.0324,2.47,0.1,0.019,11.07
830,,90.43808079964963,0.6,226.35,556.94,1223,296.9,,53.78,1214.14094283295,0.49,1226.72,768.88,37.06,63.63,360,5.452,205.8866311114009,17.7,1577.4,154.36,0.416,1076,,2.098,0.5975075939248653,2.91,74.24,5.42,0.368,2.232,,145.1,8.5,8.6,980.89,280.8,5.277,26.66,120,112.1,9.847823467635026,59,23.68,10.2,1.669,143.6,0.9,0,5.421591360158207,1.77,12.64,1.16,,11.45,9.9,0,0.1396698892874605,0.05,11.34,12.02,,1.861,590,0,7.160153384403309,0.25,,<0.13,,0.633,0.17,25.86,0.2871434773267842,0.05,,0.03,,0.034,634,0.026,53.58078815475959,1.36,227.32,693.25,2.808,273.1,18.21,0.166,50.93142778217567,0.33,2.17,0.17,0.147,11.78
890,,21.4738656598017,0.67,266.23,343.96,19.59,73.37758739658679,270,71.54,14.1080040245249,0.37,2594.04,642.86,1.525,1.8,540,4.122,43.5916069102385,16.2,5140.44,131.74,0.428,,1370,3.536,b.d.l.,3.95,488.25,6.14,0.357,14.80606870242943,,96.4,8.5,7.89,797.26,364,0.592,27.36390244797947,150,94.93,3.41226406185068,150,33.05,11.3,0.118,224.1464794423792,8.6,0.034,3.13856299677572,1.37,99.25,3.58,0.428,,16.09,0,b.d.l.,0.05,13.21,5.31,,,660,0,2.63422990990414,0.25,,0.19,,1.676436358014493,0.08,22.73,0.32241573673973,0.05,,0.05,0.036,0.05315274522906529,658,0.045,3.11898443957467,1.21,291.55,582.79,2.985,4.566691323959856,10.52,0.101,0.00594230647580742,0.0132,2.43,0.17,0.219,0.1173196449551328
910,28.52,1050,0.69,260.4,94.89,18.12,26.58520746558344,120,71.57,72,0.48,2111.33,235.49,17.74,,520,2280,260,18,2464.82,77.91,0.27,,1150,39.33,480,4.8,527.59,9.5,0.61,,,2.45,8.5,7.7,798.21,541.1,261.18,27.40309700914932,40,10.82,39.9,37,34.56,2.3,2.41,9.765845291120902,5.6,7.15,10.2,6.72,35.08,1.12,0.46,,43.51,87.7,1.41,0.025,13.98,8.76,0.41,0.352663889943421,,0,1320,0.5,,<0.13,,5.662740758993179,0.2,3.724,70,0.1,,0.01,0.26,0.03917364055845269,630,179.9,143,230,361.85,202.52,2.97,,12.01,0.341,51,2.15,2.52,0.35,0.41,
920,1100,125.3824404994945,0.745,339.03,217.81,10.85,187.1,3000,72,41.57752085064634,0.45,2488.75,465.04,7.642,89.25,340,3802.52,3.451422751133279,,5655.44,118.72,0.278,416.3,1370,66,15.06494090208193,,229.45,111.99,0.517,1205,,6.4,9.315311984311084,0.36,794.09,225.4,2.136,30.29,90,50.33467608769595,8.281985560070336,9.42,23.07,2.2,0.051,146.3,2.2,0.57,0.5879875362996515,,54.49,1.76,,3.979,3.7,0.063,2.699148720138503,0.048,16.71,11.4,0.006,1.935,550,0.2439,6.458367493960034,,,<0.13,0.22,0.696,0.2,0.12,2.443166860953219,,,<0.01,,0.014,678,8.3,15.69398336142015,0.038,421.42,235.97,0.034,84.83,18.63,1.2,14.99018568288495,0.0151,2.96,0.72,0.048,2.168
940,14647.79211699662,15.87,0.793,267.75,735.74,1.26,5.740797183209249,370,72.46056240770001,5706.81,0.45,1560.05,689.93,0.7,,130,,20.81,0.79,1776.54,125.72,0.28,0.0540913563826845,2970,0.4379,b.d.l,1.82,1744.83,83.43,0.52,,,396.7894612843264,17.91,81.87,756.62,1108.1,5736.02,6.81320236739168,30,35.71014285910613,35.17,8,27.84,30.5,3.69,61.88439452427098,7.5,0.03545,b.d.l,0.444,14.18,2.1,0.66,,24.38,0.0388,0.36,,13.67,79.11,0.59,0.4899149144587636,20,0.16705,b.d.l,25.72,,0.49,0.06,0.4208530628478137,0.11,0.012,0.0276,0.038,,0.03,0.11,,425,0.03595,15.47,7.59,361.24,315.63,265.63,,23.13,0.01,0.126,0.98,2.8,0.8,0.67,
940,15080,27.72,0.828,266.33,111.31,56.5,1032,340,74.43,3404.8,0.367,2162.4,240.64,4.167,181.2,380,280.6,2.91,0.25,2061.98,121.59,0.293,12.68,,34.05,b.d.l,,3441.52,17.27,0.189,46.85,,6475,18.01,0.591,839.86,374.4,74.36,7.106,170,29.77,47.96,2.03,31.83,3.5,2.732,169.4,5.6,30.12,0.65,,36.38,0.84,,3.966,36.78,0.525,2.12,0.023,20.3,13.48,0.029,1.371,,0,b.d.l,1.23,,0.28,0.11,168.2,0.15,22.82,0.208,,,0.01,,0.105,477,26.95,211.88,,3348.93,221.65,0.022,799.4,8.56,20.34,6.36,0.0112,3.98,0.89,0.018,17.71
980,,114.0038932792231,0.856,295.1,27.44,17.74,508.5527152779769,7700,74.59,281.324376473475,0.268,2182.62,114.78,16.4,1.8,160,4.064,5.084265286454518,0.295,3903.15,22.1,0.301,0.14798741204318,4790,3.162,1.589056089359798,,80.55,12.61,0.384,,,174.4,18.96339309997233,0.334,842.85,563.6,0.329,8.24449275800869,160,98.98,44.23317836061519,8.08,30.93,<0.78,0.014,841.6913462557661,8.7,0,4.480599852465637,0.056,18.05,1.59,0.05,,34.62,0.024,0.2881046265631336,,10.82,0.69,0.008,,40,0,14.39550343650568,0.3,,<0.13,,8.80093883132877,0.06,587.2,1.016221064486903,0.017,,<0.01,,,699,0.023,41.65314393346493,0.453,717.89,71.58,0.005,,,0.014,36.5995398541817,0.0526,2.14,1.08,0.085,0.2092328883374908
980,7699.825175209888,102.71,0.864,165.92,45.11,7.735,15.26035862114221,660,77.63493829398377,2802.07,0.54,1097.31,61,5.073,,3170,,3.63,,484.08,6.14,0.323,0.009266109810005483,3070,1.141703652518798,b.d.l,,12.32,40.08,0.407,,,290.1667867364446,25.57,3.45,565.49,366.4,47.35,8.386867276736885,20,93.08923723865705,32.48,7.54,67.49,4.2,0.605,684.1386414203473,11,0.0850061718100761,b.d.l,,11.56,0.22,0.065,,0.21,0.0584,0.66,,68.26,1.29,0.008,,220,0.34645,0.81,,,0.28,0.09,3.152548139214234,0.2,0.02455,0.038,0.187,,<0.01,0.06,,622,0.7964653521311184,1.62,,497.16,46.57,,,32.49,0.02846293205510465,0.25,1.91,0.41,1.32,,
1000,850,129,0.87,203.75,298.72,331.8,504.4,120,78,152,0.58,1496.41,852.45,195.5,203.7,2640,1166.89,57.4,38.4,1570.51,192.71,0.33,91.27,6070,4.4,19.9,6.2,11.92,42.94,0.696,157.2,,3.6,28.2,9.3,609.93,357.8,328.4,8.452,60,28.19855868864732,18.4,143,90.68,11.7,3.915,288.9,8.1,0.061,2.9,1.92,16.67,2.05,0.091,7.515,23.22,0.036,92.2,0.05,73.91,28.94,,4.084,340,0.1259,bdl,0.25,,0.15,0.07,9.939,0.06,0.043,0.9,0.05,,0.03,,0.222,393,1.8,262,5.1,1489.96,667.86,0.096,63.32,13.84,0.67,2.6,0.82,0.68,1.37,0.497,2.793
1020,407.9,522.8183333333333,0.96,186.66,63,477.67,9.082414452986251,,79.16,346.4383333333333,1.44,1679.92,62.04,83.63,,,75.82,298.8054166666666,23.8,1021.68,19.59,0.34,,,17.97,4.5545,5.1,10.73,200.75,0.64,36.42914759995976,,69.79,30.06625,8,722.61,208,1767.27,8.866681316853308,20,52.83,106.92625,13.6,240.21,3.9,53.49,274.9515314382525,3.3,1.769,0.7234166666666667,6.28,15.3,0.18,0.24,0.4267946130759844,15.76,65.04,1.088208333333333,0.025,71.3,1.24,0.27,5.762416387029735,2.88,0,6.985416666666668,0.5,,0.23,2.16,5.016850675720118,0.21,5.341,0.2515217391304348,0.1,,<0.01,0.21,0.1286611488305616,564,112.7,37.78999833333332,1.49,1859.01,44.38,0.41,46.46571433655833,,5.597,6.647916666666667,0.01,0.77,1.47,0.74,
1050,,110.3730895318743,0.96,213.71,47.61,0.31,170.2,80,80.23,1200.661331422555,1.44,1813.28,418.25,0.21,154.4,180,3.788,408.1371437402454,14.3,1423.66,154.17,0.34,362.8,1160,8.426,42.61120825106425,4.26,12.08,169.04,0.8,14.46,,138.2,31.34826828966498,5.9,666.29,143.7,263.57,9.446,80,58.44,22.47445938691205,8.1,81.95,<0.78,7.6,344.1,3.8,0.124,5.366584433453228,5.99,25.37,13.25,0.18,1.064,23.8,0.285,1449.278782799649,,102.23,2.01,,0.507,420,0,0.975527950842654,,,<0.13,42.35,3.135,0.12,0.036,0.01162721984532167,,,0.03,0.23,0.047,618,7.939,46.36304937791709,1.38,2181.65,245.6,0.72,27,23.45,4.364,0.07862347931606126,,0.94,2.02,3.38,16.7
