Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
IOCG,8.69,111.34,7.527450577718986,7.755714285714285,3209.77,48.9,2.0153793245599285,0.178,3.64,0.196,1.0,0.6
IOCG,1.5,15.8,3.9,2.3,3210.0,16.5,0.1,0.2,2.7474511338684158,1.4747252452156159,1.0,0.28832135021156036
IOCG,0.1,2.3,3.2,1.8,3230.0,17.4,1.8921173640372115,28.01685714285714,2.7474511338684158,0.1,0.7,0.2883213502115603
IOCG,0.2,3.6,3.9,2.1,3500.0,19.0,0.1,21.97345292386321,6.296618519233813,1.3503697016894634,0.8,0.26603563592584606
IOCG,2.018218167592593,79.79249697060936,30.31800844063978,3.563173137962408,3573.593070188037,11.05917085162608,0.4158548324818458,31.91417046704244,1.124424999002714,8.382587911826246,128.2534719872553,0.578249451480922
IOCG,1.4,9.5,3.5,1.7,3580.0,18.8,0.7718364046402636,35.08773863814891,5.296618519233813,1.5075125588323206,0.8,0.26603563592584606
IOCG,4.71,144.83,3.35,7.53759616256606,3595.03,16.137024407375154,0.087,1.5,4.941235074562924,0.57,24.66,0.444
IOCG,0.2,5.1,3.6,1.7,3600.0,18.4,0.7718364046402637,35.08773863814891,5.296618519233811,0.1,0.6,0.26603563592584606
IOCG,176.0,160.0,25.8,2.1,3670.0,16.137024407375154,2.2,92.0,4.732634924482085,1.2,6.0,0.1
IOCG,1.7,11.4,3.6,1.9,3670.0,18.3,0.7718364046402637,0.2,4.732634924482085,0.1,0.8,0.26603563592584606
IOCG,223.6951615874379,117.0509845788691,892.1636779161072,133.3395276712102,3757.86191599687,7.675428685278485,15.7371639566311,46.60229902651328,70.13633090234786,45.3648545865324,29.87881958732422,0.5373945174658762
IOCG,50.76,1599.46,7.79,18.9222473569444,3890.54,38.27,2.24,8.06,6.77,0.35,614.85,58.09
IOCG,373.8619715368975,114.8984095167164,745.9393656080482,41.88483944485537,3926.973754435453,8.973856344092502,144.8161050640819,29.03106359878008,147.8440944485589,26.2158070671101,33.66360394801876,0.3152847384852574
IOCG,98.44,999.55,3.65,24.966167591137484,4019.42,62.94,0.45,4.17,4.83,0.19,22.33,11.84
IOCG,201.0,338.0,41.7,15.0,4070.0,21.010432456531223,7.4,163.0,25.577819582906407,8.6,13.2,0.1
IOCG,128.0,63.7,15.8,21.0,4260.0,17.346146742245512,0.2,7.0,1.8,1.6,13.0,2.7
IOCG,1752.22,868.04,47.61,25.851510191996802,4682.81,21.92,8.93,105.29,11.83,1.5,1012.78,106.13
IOCG,11.54,641.84,22.38,13.77049813579725,4791.92,30.49,0.188,1.61,23.948166517566523,1.07,50.83,1.24
IOCG,115.461330015546,217.053978042278,62.8326313124588,7.39348695058075,5348.38061925185,16.825714285714287,10.311047495302,10.9674808428423,9.90307117440675,29.1681856198587,76.8919543042769,2.12
IOCG,187.0,112.0,37.9,7.5,5600.0,12.0,0.3,42.4,1.7,1.8,113.0,9.4
IOCG,37.03,1294.46,73.5,13.784783850082965,5742.93,43.79,3.035006785043143,0.375,0.66,0.75,11.55,1.7
IOCG,260.0,510.0,70.1,3.7,5960.0,13.998571428571427,9.1,258.0,15.1098375516233,12.2,15.8,0.2
IOCG,4.0,38.0,29.0,5.4,6400.0,10.6,0.3,43.0,15.224123265909014,3.5,108.0,0.9
IOCG,61.5,21.4,340.0,31.0,6460.0,3.6,0.9,125.0,2.9,0.7,101.0,0.3
IOCG,211.0,99.0,65.0,1.8,6650.0,1.9,0.3,11.0,15.157397924435248,3.6,23.4,3.5
IOCG,2.6,29.0,20.1,6.6,6800.0,10.7,0.3,34.5,13.942673470948572,4.8,87.0,0.7
IOCG,19.09,107.79,2.96,167.90000000000003,6897.46,20.81,0.2285714285714286,1.99,13.999816328091429,2.72,9.61,3.77
IOCG,0.3,5.3,4.6,4.0,3230.0,17.9,1.8921173640372115,0.2,2.7474511338684158,0.1,2.3,0.2883213502115603
IOCG,230.46,1190.78,5.56,17.31668949450373,3235.69,31.047385515512385,1.44,2.69,1.96,0.34,449.79,25.69
IOCG,180.0,248.0,30.2,7.6,3260.0,6.4,4.7,110.0,4.51031811979877,5.6,12.0,0.1
IOCG,24.45025142887064,15.81106190761355,634.2184366254606,477.2809239018274,3267.117202413812,18.35231442937283,3.162833723659019,176.8218176929538,1.602315887303783,8.34644844261735,31.50672132259243,0.9085776499121374
IOCG,89.0,228.0,15.3,1.9,3280.0,18.392857142857142,9.4,73.0,3.966032405513055,16.5,1.2,0.2883213502115603
IOCG,871.45,1283.02,6.35,16.541794051521197,3293.32,35.94,0.251,4.49,4.24,0.23,114.85,15.02
IOCG,10.0,40.0,36.0,1100.0,6900.0,13.7,0.2,44.0,13.942673470948572,3.9,105.0,0.6
IOCG,171.0,129.0,19.1,6.9,6900.0,11.315714285714284,0.2,3.1,13.942673470948572,3.7,17.0,2.9
IOCG,3.4,36.0,18.1,13.4,7000.0,11.9,0.2,23.3,13.942673470948574,2.8,64.0,0.5
IOCG,417.0,188.0,28.9,3.5,7100.0,5.4,0.1,26.7,1.2,2.0,55.1,5.2
IOCG,4.0,45.0,43.0,6.9,7200.0,13.1,0.2,22.9,13.942673470948574,3.7,79.0,0.5
IOCG,3.3,32.0,19.2,3.9,7300.0,12.5,0.3,41.0,13.942673470948574,5.0,126.0,0.8
IOCG,121.2117221146361,61.19359136281827,268.326422788132,82.15879160167006,7459.720628606899,14.28915432218404,26.33251422816997,53.14416775863064,88.50579168695636,47.14618589511866,11.19830166761234,0.115169313968675
IOCG,160.0,172.0,29.5,6.4,3300.0,12.0,2.3,69.0,3.966032405513055,1.3,7.0,0.2
IOCG,53.52,1640.08,69.34,17.35954663736087,3333.05,26.08,0.9408116877573318,1.57,2.9737784967907706,0.79,17.26,1.39
IOCG,786.9074371388327,251.915904790073,2.842377203070582,2.175731899122257,3367.469814850869,5.847116679815321,0.2708960176669877,61.64992002734675,0.1421148367379041,0.1088788934667513,26.03204859734762,1.404276727889847
IOCG,405.12,776.18,77.97,24.25,3411.96,51.3,2.64,5.39,6.29,1.3,296.42,50.76
IOCG,99.1398776293323,387.003223422491,28.3754425907871,16.423310448280343,3497.80757738246,18.82131012166087,11.0217764443962,20.8263322158187,17.0141027960453,19.8387496895876,525.722827995947,0.00970937938304375
IOCG,0.8,4.5,15.8,2.4,7600.0,11.9,0.3,48.0,13.942673470948574,5.3,174.0,1.2
IOCG,1.9,32.0,18.4,3.8,7600.0,12.4,0.3,38.0,13.942673470948574,5.3,124.0,0.9
IOCG,40.06571428571429,48.64,3.01,21.522684514524293,7632.58,20.672736331740573,4.004644889738567,0.108,13.956959185234286,2.04,1.25,0.203
IOCG,2.18,32.17622733754547,136.46234611259027,548.9083988002386,7656.68,35.58,4.104644889738567,42.621738251232955,13.671244899520001,1.41,85.551,0.0188
IOCG,261.0,171.0,23.7,8.3,7780.0,17.94857142857143,0.1,3.0,13.638387756662857,5.3,3.7,0.4
IOCG,53.5,15.8,600.0,3700.0,7800.0,4.5,0.8,64.0,1.8,0.7,112.0,0.2
IOCG,7.1,59.0,35.0,11.0,7800.0,16.2,0.4,44.3,13.942673470948572,5.0,136.0,1.1
IOCG,1.38,52.362857142857145,101.55857142857143,538.6,7832.22,38.94,0.34285714285714286,40.129714285714286,13.671244899520001,1.94,0.607,0.108
IOCG,7.1,37.0,21.7,3.3,7900.0,14.9,0.4,57.0,13.638387756662857,6.1,195.0,1.5
IOCG,1.67,43.39,1.41,1.62,12719.63,17.21,0.01,0.15,0.2,3.52,1.24,0.02
IOCG,187.0,78.0,269.0,8.3,13880.0,2.9,0.7,64.5,3.7291467938797873,0.9,47.9,0.2
IOCG,62.0,160.0,305.0,29.0,9390.0,4.1,1.0,78.8,2.101846087097662,1.0,76.1,0.3
IOCG,2.2,18.0,17.7,5.1,9400.0,16.9,0.2,36.0,2.101846087097662,5.9,133.0,1.0
IOCG,2.1,11.0,21.2,5.3,9500.0,15.3,0.3,52.0,2.2257142857142855,6.8,177.0,1.4
IOCG,4.2,29.0,21.1,8.6,9600.0,15.5,0.3,49.0,1.9942857142857144,6.6,172.0,1.2
IOCG,81.0,91.0,18.5,9.2,9600.0,18.532857142857143,0.1,5.3,1.9942857142857144,1.0,8.7,1.1
IOCG,9.0,36.0,23.8,3.6,9700.0,17.2,0.5,65.0,1.9942857142857144,7.8,226.0,1.7
IOCG,96.69428571428573,258.9642857142857,4.41,18.785714285714285,9839.98,45.33,0.26371428571428573,36.896,2.154285714285714,28.09,0.098,0.098
IOCG,31.0,140.0,55.0,60.0,10300.0,12.0,0.1,47.0,1.3,4.3,145.0,1.3
IOCG,0.88,262.0785714285715,227.05857142857144,121.15714285714286,10362.07,43.65,0.47800000000000004,52.36742857142857,1.06,5.95,120.45000000000002,0.0149
IOCG,2.3,9.2,18.7,2.4,10500.0,23.2,0.4,59.0,2.5513353635606135,8.8,200.0,1.3
IOCG,6.4,16.5,20.6,3.4,10510.0,26.8,0.5,57.3,2.5513353635606135,8.0,194.0,1.5
IOCG,35.5,20.5,1250.0,700.0,10860.0,3.2,0.6,76.8,2.0,0.6,35.7,0.1
IOCG,59.3,20.6,226.0,39.0,10880.0,5.0,1.3,75.5,1.8,1.0,100.2,0.4
IOCG,1.35,191.7,184.7,1949.29,11407.93,20.03,3.73,12.53,3.11,23.46,133.86,4.29
IOCG,46.72095696396504,39.31963057616586,164.413037211825,18.93107272977931,11543.31709191099,3.775924603326021,3.17059821083491,10.67261757313511,4.469347544924297,12.04906839038657,23.27651673424841,2.025436626808724
IOCG,26.5,13.0,149.0,2.9,11700.0,3.0,0.4,72.5,1.6,0.5,21.3,0.1
IOCG,57.9,22.9,320.0,79.0,12000.0,5.4,0.8,57.1,2.038478220703471,0.8,62.9,0.3
IOCG,85.0,40.8,245.0,780.0,12240.0,3.3,0.9,82.9,2.9,1.0,67.0,0.3
IOCG,64.8,19.7,460.0,2500.0,12470.0,4.6,0.5,60.3,2.168478220703471,0.7,35.7,0.1
IOCG,243.9230470010534,689.5929726475525,575.1003144164329,1270.952187508427,15165.53804496982,7.92517194735216,10.53247799887696,177.7068410524536,15.25468001223421,170.7925275625317,373.7151796813071,3.743697902414164
IOCG,93.0,89.0,19.0,22.1,15700.0,19.470738849621736,0.1,9.7,49.93058992326088,0.9,9.9,1.4
IOCG,148.47,364.39,12.2,13.724496751221292,17862.86,22.633554044493103,75.356307428608,0.146,50.39916135183231,22.88,2.99,0.302
IOCG,27.22,124.84,9.18,2.23,17956.54,41.12,0.07,1.24,3.16,37.16,9.75,0.21
IOCG,2.01,390.71571428571434,28.11,13.724496751221292,18358.96,19.12,37.792153714304,0.262,50.39916135183231,45.26,1.91,0.188
IOCG,124.582836399887,229.094506651451,591.181972064729,8.07073862927451,18644.4145260523,8.56243915572585,262.989076000128,82.2213761317158,164.609724725296,1433.0040638491,381.211783107525,0.5857142857142857
IOCG,124.582836399887,229.094506651451,591.181972064729,8.07073862927451,18644.4145260523,8.56243915572585,262.989076000128,82.2213761317158,164.609724725296,1433.0040638491,381.211783107525,0.5857142857142857
IOCG,75.0,59.0,43.6,8.3,19600.0,22.633554044493103,0.3,19.1,50.39916135183231,13.8,57.6,2.7
IOCG,16.3,15.7,110.0,28.0,19720.0,22.633554044493103,0.7,73.0,50.3991613518323,14.6,6.3,0.5
IOCG,229.2,543.33,5.92,1.7,19942.31,27.67,0.04,0.71,3.48,17.24,4.64,0.1
IOCG,572.26,1623.65,441.38979058195554,5.814868593522413,2311.3248126241283,38.0,0.246,0.172,0.9,0.036,117.25,0.8
IOCG,6.1,4.1,14.7,39.7,5862.271428571429,15.4,0.2,50.8,3.278470531108542,0.1,51.0,0.1
IOCG,187.0,78.0,269.0,8.3,13880.0,2.8,0.7,64.5,3.7291467938797873,0.9,47.9,0.2
IOCG,70.46,173.2,3.14,2.0,13965.71,28.15,0.07,0.38,0.78,5.84,4.45,0.23
IOCG,146.0,134.0,69.0,31.4,14300.0,16.05502456390745,0.1,10.0,3.7291467938797864,11.3,10.4,1.0
IOCG,218.0,209.0,86.0,68.0,14800.0,16.055024563907455,0.3,9.3,3.5420971446048872,4.4,12.1,2.6
IOCG,5.9,170.0,18.1,4.1,8000.0,15.9,0.2,26.7,1.7,4.4,127.0,0.9
IOCG,2.681620366801124,6.555373149293585,58.40724271200984,6.760345819257978,8156.121567812569,2.958971174697279,0.3384290648922536,13.15078224215944,0.1929226096836343,5.135336738204248,20.53535828504918,0.6232451151300435
IOCG,5.1,30.0,18.7,4.5,8200.0,13.4,0.4,38.0,14.314102042377142,5.8,127.0,1.0
IOCG,18.0,120.0,52.0,19.0,8200.0,19.0,0.9,62.0,14.314102042377142,5.4,200.0,2.2
IOCG,7.8,38.0,19.6,9.0,8350.0,22.4,0.6,49.6,1.4,6.2,159.0,1.7
IOCG,132.94,3334.31,2.8,18.942857142857147,8745.53,49.77,0.12,0.86,2.301428571428571,0.134,17.33,4.17
IOCG,1.2,25.0,18.7,2.7,8900.0,11.8,0.3,47.0,2.158988944240519,6.9,165.0,1.2
IOCG,6.95,114.9,5.61,21.50142857142857,8949.89,27.26,0.3885714285714285,2.01,2.158988944240519,7.5,19.3,3.7
IOCG,66.4,25.0,740.0,69.0,8970.0,3.5,1.1,98.5,2.158988944240519,0.9,89.8,0.3
IOCG,6.26,91.11,4.76,21.50142857142857,8975.8,16.345714285714287,0.3885714285714285,0.337,0.77,21.08,19.72,1.15
IOCG,553.15,1012.52,9.48,17.115714285714283,9014.88,57.44,7.15,1.01,3.42,10.56,412.02,28.99
IOCG,152.0,49.4,267.0,65.0,9100.0,4.3,0.5,69.0,1.7,0.7,25.6,0.2
IOCG,3.3,21.0,22.7,3.8,9100.0,15.9,0.4,69.0,2.158988944240519,7.3,232.0,1.6
IOCG,0.14,0.66,3.7,5.21,9200.15,22.86,0.12,3.62,5.93,2.45,27.09,1.15
IOCG,111.0,45.1,700.0,27.0,9300.0,3.6,1.2,98.3,2.101846087097662,1.3,122.0,0.4
IOA,0.015,0.09,2.5,2.91,6.9,38.0,1.37,0.03857142857142857,8.1,0.08142857142857142,1.15,0.5525714285714284
IOA,0.0216,3.3671428571428565,7990.16,2.9971428571428573,2.02,3.6,1.5,0.167,4.387142857142857,0.141,0.038,0.369
IOA,0.0219,3.5885714285714285,7217.68,2.997142857142857,2.46,5.19,0.507,0.273,0.152,0.1,0.0665,0.666
IOA,0.03,1.02,6409.44,2.997142857142857,1.9,3.59,4.24,0.282,2.04,0.079,8.27,8.18
IOA,0.032,0.107,7076.52,1.09,1.88,4.55,1.107,0.216,0.53,0.164,0.762,0.55
IOA,0.043,7.347142857142856,2.19,2.82,1.41,42.82142857142857,2.5755714285714286,0.058,27.68,0.08471428571428571,6.01,0.271
IOA,0.0447,3.7828571428571434,6582.0,2.9971428571428573,1.94,6.08,0.661,0.178,0.458,0.065,5.22,2.23
IOA,0.059,3.2457142857142856,935.91,2.5271428571428567,10.954285714285716,5.96,1.58,0.1,3.13,0.085,2.81,1.181
IOA,0.063,0.177,21.61,4.635714285714286,6.381428571428572,57.36,1.513,0.04271428571428571,0.106,0.062142857142857146,0.9642857142857143,0.0114
IOA,0.07,0.22,10.4,4.38,7.8,57.9,1.9,0.05,0.25,0.05,1.15,0.52
IOA,0.075,1.2,111.52,2.825714285714286,5.928571428571429,35.55,0.11892857142857143,0.058,0.26,0.06285714285714285,0.045,0.051
IOA,0.077,17.09714285714286,0.208,3.331428571428571,9.51,11.85,1.2726285714285714,0.07342857142857143,0.3,0.08299999999999999,0.41328571428571426,0.016
IOA,0.086,7.5164285714285715,1.96,1.91,1.05,7.98,0.07877142857142858,0.079,2.65,0.146,1.1372857142857142,0.30060000000000003
IOA,0.091,9.226857142857144,0.383,2.7600000000000002,16.327714285714286,7.23,0.058628571428571426,0.0707142857142857,5.597142857142857,0.037,0.492,0.0144
IOA,0.096,5.046571428571428,73.53,4.591428571428572,7.357142857142857,24.84,0.094,0.051314285714285715,4.2942857142857145,0.07,0.076,0.237
IOA,0.108,8.065714285714286,148.0045714285714,4.2818301185714285,2.16,84.6,0.0185,0.07585714285714286,0.51,0.06542857142857143,0.6237142857142857,0.0162
IOA,0.123,12.140571428571429,0.37,3.162857142857143,0.98,3.54,0.07534285714285714,0.053,3.93,0.07585714285714285,1.1928571428571428,0.3469857142857143
IOA,0.138,17.965714285714284,2351.9547142857145,3.1414285714285706,1.95,2.42,0.066,0.12014285714285713,8.79,0.0842857142857143,0.169,0.023
IOA,0.157,8.221298012857144,154.46497282857143,4.180401547142857,1.68,69.85,1.9434285714285713,0.07628571428571429,5.179397347142857,0.036,1.27,0.779
IOA,0.16,1.35,33.1,8.6,387.6,119.0,3.76,0.26,0.5,0.1,34.0,0.72
IOA,0.176,1.88,163.25814285714287,5.214285714285714,6.39,10.42,3.7734285714285716,0.07074285714285715,4.161428571428571,0.033,0.506,0.7650285714285715
IOA,0.176,0.28,0.187,4.554285714285713,96.16,13.25,0.043,0.06528571428571428,7.582857142857143,0.07985714285714286,2.142857142857143,0.36260000000000003
IOA,0.184,0.45,2049.7,2.825714285714285,10.208571428571428,7.03,6.86,0.05342857142857143,4.355714285714286,0.07242857142857143,9.18,8.54
IOA,0.207,0.75,188.82,2.825714285714286,6.477142857142858,28.28,0.09698571428571427,0.058,0.168,0.024,0.457,0.16222857142857142
IOA,0.231,0.23,24.9,3.83,8.6,168.0,1.49,0.05,0.25,0.05,1.24,0.005
IOA,0.32,0.1,20.2,4.19,8.12,148.0,1.58,0.05,0.25,0.05,1.27,0.005
IOA,0.323,0.292,6318.0,1.68,0.76,5.12,5.43,0.398,2.05,0.061,0.19557142857142856,3.99
IOA,0.33,0.35,22.5,3.32,8.1,126.0,1.66,0.05,0.25,0.05,1.97,0.31
IOA,1.37,0.42,6.8,6.9,7.3,81.0,4.45,0.025,0.5,0.1,2.48,0.18
IOA,1.5,0.48,1.27,4.585714285714286,0.34,108.44,1.6670571428571428,0.036571428571428574,7.592857142857143,0.08328571428571428,2.2167142857142856,0.0089
IOA,1.54,69.2,13.7,4.12,7.28,15.3,3.96,0.025,0.5,0.1,2.06,0.01
IOA,1.54,0.577,1.35,3.6314285714285712,0.91,6.89,0.117,0.038,1.41,0.064,5.56,0.9319000000000001
IOA,1.58,0.66,24.2,3.45,9.6,29.7,1.6,0.05,0.25,0.05,1.28,0.037
IOA,1.64,3.85,1.07,3.238571428571429,0.4,1.81,0.10291428571428571,0.05785714285714285,0.28,0.054714285714285715,1.0215714285714286,0.069
IOA,1.69,1.4,46.0,10.4,7.1,12.0,3.68,0.025,0.5,0.1,0.59,0.166
IOA,1.69,1.4,9.3,5.1,6.4,12.0,3.68,0.033999999999999996,2.012857142857143,0.08385714285714285,0.44,0.074
IOA,0.34,0.41,13.6,6.4,6.9,79.0,4.37,0.025,0.5,0.1,2.75,0.01
IOA,0.341,19.572857142857142,0.64,3.4728571428571433,16.82,5.04,0.05705714285714285,0.05928571428571429,8.78,0.07271428571428572,0.7958571428571428,0.0112
IOA,0.35,0.51,19.0,10.0,10.4,119.0,4.29,0.025,3.0,0.1,4.5,0.01
IOA,0.235,1.21,188.80857142857144,5.185714285714286,0.39,33.44,2.9555714285714285,0.064,4.16,0.037,0.38,0.6799999999999999
IOA,0.238,0.33,20.4,3.78,9.1,57.3,1.68,0.05,0.25,0.05,2.65,0.88
IOA,0.274,0.262,2200.65,2.825714285714285,2.31,5.4,0.468,0.062142857142857146,0.95,0.022,1.06,0.417
IOA,0.293,0.4,591.1800000000001,3.34,8.23,4.91,1.9090571428571426,0.16071428571428573,0.61,0.068,0.421,0.9509714285714285
IOA,0.3,0.73,12.3,4.54,6.09,39.7,6.49,0.025,0.5,0.1,0.75,0.01
IOA,0.3,0.26,4.6,3.7,4.94,17.0,4.97,0.046,4.911428571428571,0.08114285714285714,0.406,0.4239285714285713
IOA,0.015,0.09,36.5,4.4,7.8,55.0,1.62,0.05,0.25,0.05,1.18,0.072
IOA,0.365,0.147,340.21,2.9971428571428573,0.41,12.98,0.994,0.097,0.488,0.015,2.075,0.957
IOA,0.388,0.39,592.0432857142857,3.1057142857142854,7.82,3.81,1.909057142857143,0.1792857142857143,4.03,0.068,0.051,0.9509714285714285
IOA,0.42,0.93,14.4,4.8,7.1,33.5,5.77,0.025,0.5,0.1,0.481,0.01
IOA,0.43,0.13,33.3,7.5,8.67,67.1,2.33,0.05,0.25,0.05,2.07,1.27
IOA,0.484,3.918571428571429,19.39,5.637142857142857,4.33,79.5,1.5085,0.022,0.055,0.07442857142857143,1.4248571428571426,0.0237
IOA,0.51,0.44,10.5,4.28,7.1,63.0,5.75,0.025,0.5,0.1,0.66,0.01
IOA,0.527,6.547142857142857,143.33142857142857,1.77,14.11,9.61,1.1941428571428572,0.08845714285714287,6.708571428571427,0.08314285714285714,0.129,0.125
IOA,0.53,0.33,15.0,6.0,11.3,26.3,5.56,0.084,0.5,0.1,1.11,0.85
IOA,0.55,0.35,14.3,5.2,7.2,52.0,4.97,0.025,0.5,0.1,0.406,0.01
IOA,0.564,6.37,0.43,5.409999999999999,18.62,20.55,2.7662857142857145,0.024999999999999998,11.28,0.033,0.154,0.0324
IOA,0.6,0.49,17.7,2.91,8.6,59.0,1.77,0.05,0.25,0.05,1.36,0.33
IOA,0.67,0.37,16.2,3.95,7.89,150.0,1.37,0.05,0.25,0.05,1.21,0.0132
IOA,0.69,0.48,18.0,4.8,7.7,37.0,6.72,0.025,0.5,0.1,230.0,2.15
IOA,0.745,0.45,1610.529285714286,3.894285714285714,0.36,9.42,0.43928571428571433,0.048,0.702,0.07871428571428572,0.038,0.0151
IOA,0.793,0.45,0.79,1.82,81.87,8.0,0.444,0.07042857142857144,25.72,0.038,7.59,0.98
IOA,0.828,0.367,0.25,3.238571428571429,0.591,2.03,0.10291428571428571,0.023,1.23,0.05471428571428571,1.019,0.0112
IOA,0.856,0.268,0.295,3.6314285714285712,0.334,8.08,0.056,0.05928571428571428,0.3,0.017,0.453,0.0526
IOA,0.864,0.54,1388.8557142857142,3.7428571428571433,3.45,7.54,1.4295714285714285,0.14514285714285716,2.794571428571428,0.187,2.3064285714285715,1.91
IOA,0.87,0.58,38.4,6.2,9.3,143.0,1.92,0.05,0.25,0.05,5.1,0.82
IOA,0.96,1.44,23.8,5.1,8.0,13.6,6.28,0.025,0.5,0.1,1.49,0.01
IOA,0.96,1.44,14.3,4.26,5.9,8.1,5.99,0.03371428571428571,5.991428571428571,0.08357142857142856,1.38,0.7999571428571428
IOA,1.06,13.061428571428573,1.77,3.394285714285714,16.07,5.68,1.1321428571428573,0.05157142857142857,14.22,0.06471428571428571,1.75,0.14905714285714286
IOA,1.12,0.92,0.84,1.93,13.88,4.93,0.6212000000000001,0.053,1.41,0.032,0.414,0.05934285714285714
IOA,1.29,20.548571428571428,0.339,4.03,58.98,7.79,0.17414285714285715,0.06928571428571428,13.7,0.07128571428571429,1.01,0.227
IOA,1.34,0.54,737.3414285714285,3.9642857142857144,15.61,4.89,2.0964285714285715,0.059,1.15,0.07842857142857142,2.4474285714285715,3.2597428571428573
IOA,1.35,72.8,11.1,4.14,6.3,14.4,4.67,0.025,0.5,0.1,2.05,0.01
IOA,1.35,42.6,11.1,3.26,5.2,6.5,3.96,0.05228571428571429,8.308571428571428,0.11128571428571428,2.01,0.3039714285714285
IOA,1.37,0.54,39.0,6.6,9.5,61.8,1.97,0.05,0.25,0.05,5.0,3.1
IOA,1.78,1.1,12.1,3.21,7.76,101.0,1.79,0.05,0.25,0.05,1.49,0.037
IOA,2.82,0.42,10.2,3.7,8.4,22.4,6.18,0.025,0.5,0.1,0.94,0.23
IOA,2.94,2.25,9.2,7.5,7.9,38.0,6.1,0.025,0.5,0.1,5.73,0.025
IOA,2.94,2.25,39.0,10.2,387.6,168.0,7.39,0.26,3.0,0.04271428571428571,34.0,3.1
IOA,3.03,1.34,24.3,3.07,7.4,76.0,1.45,0.05,0.25,0.05,1.63,0.005
IOA,3.22,1.31,138.31285714285713,4.04,5.77,7.04,0.065,0.10202857142857145,10.59,0.09128571428571429,0.256,1.7541714285714285
IOA,3.3,0.73,0.9,3.2385714285714284,1.19,5.78,0.10291428571428571,0.117,2.52,0.052,0.969,2.13
IOA,3.37,4.8,12.6,7.7,9.3,29.0,3.53,0.025,0.5,0.1,0.59,0.114
IOA,3.37,1.82,145.18,2.825714285714285,7.284285714285714,42.1,0.10264285714285713,0.058,0.077,0.007,1.910142857142857,0.0104
IOA,3.46,2.48,9.5,8.3,7.0,31.0,9.9,0.58,0.29,0.1,330.0,16.1
IOA,3.53,0.72,4574.375285714285,4.011428571428572,5.27,4.6,0.0334,0.16814285714285715,2.66,0.032,0.066,0.0166
IOA,3.6,164.0,17.6,3.81,7.55,13.8,4.4,0.025,0.5,0.1,2.21,0.01
IOA,3.77,1.95,23.9,4.54271368,4.2214285714285715,40.43,2.9787142857142856,0.037571428571428575,0.144,0.07457142857142858,33.30085714285714,0.0052
IOA,3.77,1.71,453.56,3.9642857142857144,17.81,7.24,1.5262857142857145,0.10231428571428572,0.44,0.07842857142857143,0.137,0.8612285714285716
IOA,3.85,42.6,19.8,4.9,5.2,6.5,6.94,0.025,0.5,0.1,2.62,0.01
IOA,3.91,3.19,14.7,7.7,6.9,21.0,4.5,0.025,0.5,0.1,0.479,0.451
IOA,3.97,2.4,23.3,8.1,6.4,24.0,4.43,0.025,0.5,0.1,0.44,0.46
IOA,4.04,109.0,11.1,4.86,6.3,17.8,4.26,0.025,0.5,0.1,2.01,0.01
IOA,4.08,1.16,6.92,4.301428571428571,0.37,91.78,1.6670714285714285,0.036571428571428574,4.3828571428571435,0.08328571428571428,2.112428571428571,0.0083
IOA,4.15,1.32,6.5,5.4,6.1,27.0,6.62,0.025,0.5,0.1,0.55,0.01
IOA,4.2,1.77,20.9,4.26,6.8,11.1,6.48,0.025,0.5,0.1,1.71,0.099
IOA,4.28,0.205,0.232,4.241428571428572,4.29,10.05,1.843857142857143,0.024,15.59,0.09514285714285717,0.3451428571428572,0.37168571428571434
IOA,4.36,1.09,2.72,6.72,1.11,1.96,1.9837142857142855,0.06228571428571429,17.77,0.08914285714285716,1.51,3.02
IOA,4.38,0.65,3.5,4.69,8.1,73.0,5.06,0.025,0.5,0.1,0.342,0.01
IOA,4.65,1.76,1394.3742857142859,4.722857142857143,1.5,12.8,0.024,0.063,1.26,0.05385714285714287,1.9445714285714286,1.6563571428571429
IOA,4.65,0.86,12.8,5.6,8.2,95.0,3.6,0.025,4.2,0.1,0.76,0.13
IOA,5.25,0.48,3098.105714285714,3.140401547142857,2.33,17.74142857142857,0.045,0.13031428571428572,0.32,0.035,0.118,0.8994999999999999
IOA,5.31,4.2,8.4,7.2,7.4,26.1,7.98,0.025,0.5,0.1,3.1,0.01
IOA,5.46,2.2,7.3,4.08,7.1,97.0,5.99,0.025,0.5,0.1,0.293,0.097
IOA,5.57,102.1,11.6,3.77,5.91,10.9,5.32,0.025,0.5,0.1,2.31,0.01
IOA,5.63,99.8,14.9,3.32,5.36,7.6,6.05,0.025,0.5,0.1,2.4,0.01
IOA,5.71,67.3,16.2,3.37,6.79,14.3,6.05,0.025,0.5,0.1,2.41,0.01
IOA,109.7,25.557142857142853,1.58,3.8127461399999993,2.9,24.77,1.4624285714285714,0.06180780857142858,1.43,0.037,0.317,0.58
IOA,111.18,13.88,2.37,7.71,7.07,19.45,0.047,0.067,2.89,0.04342857142857143,0.4455714285714287,2.31
IOA,113.07,1.04,73.32,2.7,4.9,336.58,0.232,0.03,0.91,0.047,13.83,0.512
IOA,114.0,50.5,17.5,6.0,9.1,106.0,2.96,0.025,0.5,0.1,0.44,0.01
IOA,117.0,17.8,16.3,7.1,10.8,37.0,5.49,0.025,0.5,0.1,0.51,0.01
