,Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
1311,Orogenic Au,0.2,5.1,3.6,1.7,3600,18.4,6.368922001824422,35.161402031854244,24.592746831149377,0.1,0.6,10.518049127419935
1312,Orogenic Au,176,160,25.8,2.1,3670,29.601918837333674,2.2,92,24.592746831149377,1.2,6,0.1
1313,Orogenic Au,1.7,11.4,3.6,1.9,3670,18.3,6.368922001824422,0.2,24.592746831149377,0.1,0.8,10.518049127419935
1314,Orogenic Au,223.6951615874379,117.0509845788691,892.1636779161072,133.3395276712102,3757.861916,7.675428685278485,15.73716396,46.60229902651328,70.13633090234786,45.36485459,29.87881958732422,0.5373945174658762
1315,Orogenic Au,50.76,1599.46,7.79,110.03067653664175,3890.54,38.27,2.24,8.06,6.77,0.35,614.85,58.09
1316,Orogenic Au,373.8619715368975,114.8984095167164,745.9393656080482,41.88483944485537,3926.973754435453,8.973856344092502,144.8161050640819,29.03106359878008,147.8440944485589,26.21580707,33.66360394801876,0.3152847384852574
1317,Orogenic Au,98.44,999.55,3.65,110.03067653664175,4019.42,62.94,0.45,4.17,4.83,0.19,22.33,11.84
1318,Orogenic Au,201,338,41.7,15,4070,29.601918837333674,7.4,163,24.592746831149377,8.6,13.2,0.1
1319,Orogenic Au,128,63.7,15.8,21,4260,29.601918837333674,0.2,7,1.8,1.6,13,2.7
1320,Orogenic Au,1752.22,868.04,47.61,110.03067653664175,4682.81,21.92,8.93,105.29,11.83,1.5,1012.78,106.13
1321,Orogenic Au,11.54,641.84,22.38,110.03067653664175,4791.92,30.49,0.188,1.61,24.592746831149377,1.07,50.83,1.24
1322,Orogenic Au,115.46133,217.053978,62.83263131,7.393486951,5348.380619,29.601918837333674,10.3110475,10.96748084,9.903071174,29.16818562,76.8919543,10.518049127419935
1323,Orogenic Au,187,112,37.9,7.5,5600,12,0.3,42.4,1.7,1.8,113,9.4
1324,Orogenic Au,37.03,1294.46,73.5,110.03067653664175,5742.93,43.79,6.368922001824422,0.375,0.66,0.75,11.55,1.7
1325,Orogenic Au,260,510,70.1,3.7,5960,29.601918837333674,9.1,258,24.592746831149377,12.2,15.8,0.2
1326,Orogenic Au,4,38,29,5.4,6400,10.6,0.3,43,24.592746831149377,3.5,108,0.9
1327,Orogenic Au,61.5,21.4,340,31,6460,3.6,0.9,125,2.9,0.7,101,0.3
1328,Orogenic Au,211,99,65,1.8,6650,1.9,0.3,11,24.592746831149377,3.6,23.4,3.5
1329,Orogenic Au,2.6,29,20.1,6.6,6800,10.7,0.3,34.5,24.592746831149377,4.8,87,0.7
1330,Orogenic Au,19.09,107.79,2.96,110.03067653664175,6897.46,20.81,6.368922001824422,1.99,24.592746831149377,2.72,9.61,3.77
1331,Orogenic Au,0.3,5.3,4.6,4,3230,17.9,6.368922001824422,0.2,24.592746831149377,0.1,2.3,10.518049127419935
1332,Orogenic Au,230.46,1190.78,5.56,110.03067653664175,3235.69,29.601918837333674,1.44,2.69,1.96,0.34,449.79,25.69
1333,Orogenic Au,180,248,30.2,7.6,3260,6.4,4.7,110,24.592746831149377,5.6,12,0.1
1334,Orogenic Au,24.45025142887064,15.81106190761355,634.2184366254606,477.2809239018274,3267.117202413812,18.35231442937283,3.162833723659019,176.8218176929538,1.602315887303783,8.346448443,31.50672132259243,0.9085776499121374
1335,Orogenic Au,89,228,15.3,1.9,3280,29.601918837333674,9.4,73,24.592746831149377,16.5,1.2,10.518049127419935
1336,Orogenic Au,871.45,1283.02,6.35,110.03067653664175,3293.32,35.94,0.251,4.49,4.24,0.23,114.85,15.02
1337,Orogenic Au,10,40,36,1100,6900,13.7,0.2,44,24.592746831149377,3.9,105,0.6
1338,Orogenic Au,171,129,19.1,6.9,6900,29.601918837333674,0.2,3.1,24.592746831149377,3.7,17,2.9
1339,Orogenic Au,3.4,36,18.1,13.4,7000,11.9,0.2,23.3,24.592746831149377,2.8,64,0.5
1340,Orogenic Au,417,188,28.9,3.5,7100,5.4,0.1,26.7,1.2,2,55.1,5.2
1341,Orogenic Au,4,45,43,6.9,7200,13.1,0.2,22.9,24.592746831149377,3.7,79,0.5
1342,Orogenic Au,3.3,32,19.2,3.9,7300,12.5,0.3,41,24.592746831149377,5,126,0.8
1343,Orogenic Au,121.2117221146361,61.19359136281827,268.3264228,82.15879160167006,7459.720628606899,14.28915432218404,26.33251422816997,53.14416775863064,88.50579168695636,47.14618589511866,11.19830166761234,0.115169314
1344,Orogenic Au,160,172,29.5,6.4,3300,12,2.3,69,24.592746831149377,1.3,7,0.2
1345,Orogenic Au,53.52,1640.08,69.34,110.03067653664175,3333.05,26.08,6.368922001824422,1.57,24.592746831149377,0.79,17.26,1.39
1346,Orogenic Au,786.9074371388327,251.9159048,2.842377203070582,2.175731899122257,3367.469814850869,5.847116679815321,0.2708960176669877,61.64992002734675,0.1421148367379041,0.1088788934667513,26.03204859734762,1.404276727889847
1347,Orogenic Au,405.12,776.18,77.97,24.25,3411.96,51.3,2.64,5.39,6.29,1.3,296.42,50.76
1348,Orogenic Au,99.13987763,387.0032234,28.37544259,110.03067653664175,3497.807577,29.601918837333674,11.02177644,20.82633222,17.0141028,19.83874969,525.722828,0.009709379
1349,Orogenic Au,0.8,4.5,15.8,2.4,7600,11.9,0.3,48,24.592746831149377,5.3,174,1.2
1350,Orogenic Au,1.9,32,18.4,3.8,7600,12.4,0.3,38,24.592746831149377,5.3,124,0.9
1351,Orogenic Au,214.42212773499318,48.64,3.01,110.03067653664175,7632.58,29.601918837333674,6.368922001824422,0.108,24.592746831149377,2.04,1.25,0.203
1352,Orogenic Au,2.18,364.3733715125008,198.99468991307876,110.03067653664175,7656.68,35.58,6.368922001824422,35.161402031854244,24.592746831149377,1.41,164.91622133962267,0.0188
1353,Orogenic Au,261,171,23.7,8.3,7780,29.601918837333674,0.1,3,24.592746831149377,5.3,3.7,0.4
1354,Orogenic Au,53.5,15.8,600,3700,7800,4.5,0.8,64,1.8,0.7,112,0.2
1355,Orogenic Au,7.1,59,35,11,7800,16.2,0.4,44.3,24.592746831149377,5,136,1.1
1356,Orogenic Au,1.38,364.3733715125008,198.99468991307876,110.03067653664175,7832.22,38.94,6.368922001824422,35.161402031854244,24.592746831149377,1.94,0.607,0.108
1357,Orogenic Au,7.1,37,21.7,3.3,7900,14.9,0.4,57,24.592746831149377,6.1,195,1.5
1358,Orogenic Au,1.67,43.39,1.41,1.62,12719.63,17.21,0.01,0.15,0.2,3.52,1.24,0.02
1359,Orogenic Au,187,78,269,8.3,13880,2.9,0.7,64.5,24.592746831149377,0.9,47.9,0.2
1360,Orogenic Au,62,160,305,29,9390,4.1,1,78.8,24.592746831149377,1,76.1,0.3
1361,Orogenic Au,2.2,18,17.7,5.1,9400,16.9,0.2,36,24.592746831149377,5.9,133,1
1362,Orogenic Au,2.1,11,21.2,5.3,9500,15.3,0.3,52,24.592746831149377,6.8,177,1.4
1363,Orogenic Au,4.2,29,21.1,8.6,9600,15.5,0.3,49,24.592746831149377,6.6,172,1.2
1364,Orogenic Au,81,91,18.5,9.2,9600,29.601918837333674,0.1,5.3,24.592746831149377,1,8.7,1.1
1365,Orogenic Au,9,36,23.8,3.6,9700,17.2,0.5,65,24.592746831149377,7.8,226,1.7
1366,Orogenic Au,214.42212773499318,364.3733715125008,4.41,110.03067653664175,9839.98,45.33,6.368922001824422,35.161402031854244,24.592746831149377,28.09,0.098,0.098
1367,Orogenic Au,31,140,55,60,10300,12,0.1,47,1.3,4.3,145,1.3
1368,Orogenic Au,0.88,364.3733715125008,198.99468991307876,110.03067653664175,10362.07,43.65,6.368922001824422,35.161402031854244,1.06,5.95,164.91622133962267,0.0149
1369,Orogenic Au,2.3,9.2,18.7,2.4,10500,23.2,0.4,59,24.592746831149377,8.8,200,1.3
1370,Orogenic Au,6.4,16.5,20.6,3.4,10510,26.8,0.5,57.3,24.592746831149377,8,194,1.5
1371,Orogenic Au,35.5,20.5,1250,700,10860,3.2,0.6,76.8,2,0.6,35.7,0.1
1372,Orogenic Au,59.3,20.6,226,39,10880,5,1.3,75.5,1.8,1,100.2,0.4
1373,Orogenic Au,1.35,191.7,184.7,1949.29,11407.93,20.03,3.73,12.53,3.11,23.46,133.86,4.29
1374,Orogenic Au,46.72095696396504,39.31963057616586,164.4130372,18.93107272977931,11543.31709191099,3.775924603326021,3.170598211,10.67261757313511,4.469347544924297,12.04906839038657,23.27651673424841,2.025436626808724
1375,Orogenic Au,26.5,13,149,2.9,11700,3,0.4,72.5,1.6,0.5,21.3,0.1
1376,Orogenic Au,57.9,22.9,320,79,12000,5.4,0.8,57.1,24.592746831149377,0.8,62.9,0.3
1377,Orogenic Au,85,40.8,245,780,12240,3.3,0.9,82.9,2.9,1,67,0.3
1378,Orogenic Au,64.8,19.7,460,2500,12470,4.6,0.5,60.3,24.592746831149377,0.7,35.7,0.1
1379,Orogenic Au,243.9230470010534,689.5929726475525,575.1003144164329,1270.952187508427,15165.53804496982,7.925171947,10.53247799887696,177.7068410524536,15.25468001223421,170.7925275625317,373.7151796813071,3.743697902414164
1380,Orogenic Au,93,89,19,22.1,15700,29.601918837333674,0.1,9.7,24.592746831149377,0.9,9.9,1.4
1381,Orogenic Au,148.47,364.39,12.2,110.03067653664175,17862.86,29.601918837333674,6.368922001824422,0.146,24.592746831149377,22.88,2.99,0.302
1382,Orogenic Au,27.22,124.84,9.18,2.23,17956.54,41.12,0.07,1.24,3.16,37.16,9.75,0.21
1383,Orogenic Au,2.01,364.3733715125008,28.11,110.03067653664175,18358.96,19.12,6.368922001824422,0.262,24.592746831149377,45.26,1.91,0.188
1384,Orogenic Au,124.5828364,229.0945067,591.1819721,8.070738629,18644.41453,8.562439156,262.989076,82.22137613,164.6097247,1433.004064,381.2117831,10.518049127419935
1385,Orogenic Au,124.5828364,229.0945067,591.1819721,8.070738629,18644.41453,8.562439156,262.989076,82.22137613,164.6097247,1433.004064,381.2117831,10.518049127419935
1386,Orogenic Au,75,59,43.6,8.3,19600,29.601918837333674,0.3,19.1,24.592746831149377,13.8,57.6,2.7
1387,Orogenic Au,16.3,15.7,110,28,19720,29.601918837333674,0.7,73,24.592746831149377,14.6,6.3,0.5
1388,Orogenic Au,229.2,543.33,5.92,1.7,19942.31,27.67,0.04,0.71,3.48,17.24,4.64,0.1
1389,Orogenic Au,572.26,1623.65,198.99468991307876,110.03067653664175,3112.271838960412,38,0.246,0.172,0.9,0.036,117.25,0.8
1390,Orogenic Au,6.1,4.1,14.7,39.7,3112.271838960412,15.4,0.2,50.8,24.592746831149377,0.1,51,0.1
1391,Orogenic Au,187,78,269,8.3,13880,2.8,0.7,64.5,24.592746831149377,0.9,47.9,0.2
1392,Orogenic Au,70.46,173.2,3.14,2,13965.71,28.15,0.07,0.38,0.78,5.84,4.45,0.23
1393,Orogenic Au,146,134,69,31.4,14300,29.601918837333674,0.1,10,24.592746831149377,11.3,10.4,1
1394,Orogenic Au,218,209,86,68,14800,29.601918837333674,0.3,9.3,24.592746831149377,4.4,12.1,2.6
1395,Orogenic Au,5.9,170,18.1,4.1,8000,15.9,0.2,26.7,1.7,4.4,127,0.9
1396,Orogenic Au,2.681620366801124,6.555373149293585,58.40724271200984,6.760345819257978,8156.121567812569,2.958971174697279,0.3384290648922536,13.15078224215944,0.1929226096836343,5.135336738204248,20.53535828504918,0.6232451151300435
1397,Orogenic Au,5.1,30,18.7,4.5,8200,13.4,0.4,38,24.592746831149377,5.8,127,1
1398,Orogenic Au,18,120,52,19,8200,19,0.9,62,24.592746831149377,5.4,200,2.2
1399,Orogenic Au,7.8,38,19.6,9,8350,22.4,0.6,49.6,1.4,6.2,159,1.7
1400,Orogenic Au,132.94,3334.31,2.8,110.03067653664175,8745.53,49.77,0.12,0.86,24.592746831149377,0.134,17.33,4.17
1401,Orogenic Au,1.2,25,18.7,2.7,8900,11.8,0.3,47,24.592746831149377,6.9,165,1.2
1402,Orogenic Au,6.95,114.9,5.61,110.03067653664175,8949.89,27.26,6.368922001824422,2.01,24.592746831149377,7.5,19.3,3.7
1403,Orogenic Au,66.4,25,740,69,8970,3.5,1.1,98.5,24.592746831149377,0.9,89.8,0.3
1404,Orogenic Au,6.26,91.11,4.76,110.03067653664175,8975.8,29.601918837333674,6.368922001824422,0.337,0.77,21.08,19.72,1.15
1405,Orogenic Au,553.15,1012.52,9.48,110.03067653664175,9014.88,57.44,7.15,1.01,3.42,10.56,412.02,28.99
1406,Orogenic Au,152,49.4,267,65,9100,4.3,0.5,69,1.7,0.7,25.6,0.2
1407,Orogenic Au,3.3,21,22.7,3.8,9100,15.9,0.4,69,24.592746831149377,7.3,232,1.6
1408,Orogenic Au,0.14,0.66,3.7,5.21,9200.15,22.86,0.12,3.62,5.93,2.45,27.09,1.15
1409,Orogenic Au,111,45.1,700,27,9300,3.6,1.2,98.3,24.592746831149377,1.3,122,0.4
605,Porphyry Cu-Mo,0.015,0.09,2.5,2.91,6.9,38,1.37,0.13984571053278688,7.214649719008499,0.078414333,1.15,2.933545606534091
606,Porphyry Cu-Mo,0.0216,64.41446054337624,7990.16,6.531849049344833,2.02,3.6,1.5,0.167,7.214649719008499,0.141,0.038,0.369
607,Porphyry Cu-Mo,0.0219,64.41446054337624,7217.68,6.531849049344833,2.46,5.19,0.507,0.273,0.152,0.1,0.0665,0.666
608,Porphyry Cu-Mo,0.03,64.41446054337624,6409.44,6.531849049344833,1.9,3.59,4.24,0.282,2.04,0.079,8.27,8.18
609,Porphyry Cu-Mo,0.032,0.107,7076.52,1.09,1.88,4.55,1.107,0.216,0.53,0.164,0.762,0.55
610,Porphyry Cu-Mo,0.043,64.41446054337624,2.19,2.82,1.41,46.79318666024137,4.260658480413232,0.058,27.68,0.078414333,6.01,0.271
611,Porphyry Cu-Mo,0.0447,64.41446054337624,6582,6.531849049344833,1.94,6.08,0.661,0.178,0.458,0.065,5.22,2.23
612,Porphyry Cu-Mo,0.059,64.41446054337624,935.91,6.531849049344833,19.884714102112127,5.96,1.58,0.1,7.214649719008499,0.085,2.81,1.181
613,Porphyry Cu-Mo,0.063,0.177,21.61,6.531849049344833,19.884714102112127,57.36,4.260658480413232,0.13984571053278688,0.106,0.078414333,18.493608072269605,0.0114
614,Porphyry Cu-Mo,0.07,0.22,10.4,4.38,7.8,57.9,1.9,0.05,0.25,0.05,1.15,0.52
615,Porphyry Cu-Mo,0.075,1.2,111.52,6.531849049344833,19.884714102112127,35.55,4.260658480413232,0.13984571053278688,0.26,0.078414333,0.045,0.051
616,Porphyry Cu-Mo,0.077,64.41446054337624,0.208,6.531849049344833,9.51,11.85,4.260658480413232,0.13984571053278688,0.3,0.078414333,18.493608072269605,0.016
617,Porphyry Cu-Mo,0.086,64.41446054337624,1.96,1.91,1.05,7.98,4.260658480413232,0.079,2.65,0.146,18.493608072269605,2.933545606534091
618,Porphyry Cu-Mo,0.091,64.41446054337624,0.383,6.531849049344833,19.884714102112127,7.23,4.260658480413232,0.13984571053278688,7.214649719008499,0.037,0.492,0.0144
619,Porphyry Cu-Mo,0.096,64.41446054337624,73.53,6.531849049344833,19.884714102112127,24.84,0.094,0.13984571053278688,7.214649719008499,0.078414333,0.076,0.237
620,Porphyry Cu-Mo,0.108,64.41446054337624,306.50556374233713,6.531849049344833,2.16,84.6,0.0185,0.13984571053278688,0.51,0.078414333,18.493608072269605,0.0162
621,Porphyry Cu-Mo,0.123,64.41446054337624,0.37,6.531849049344833,0.98,3.54,4.260658480413232,0.053,3.93,0.078414333,18.493608072269605,2.933545606534091
622,Porphyry Cu-Mo,0.138,64.41446054337624,306.50556374233713,6.531849049344833,1.95,2.42,0.066,0.13984571053278688,8.79,0.078414333,0.169,0.023
623,Porphyry Cu-Mo,0.157,64.41446054337624,306.50556374233713,6.531849049344833,1.68,69.85,4.260658480413232,0.13984571053278688,7.214649719008499,0.036,1.27,0.779
624,Porphyry Cu-Mo,0.16,1.35,33.1,8.6,387.6,119,3.76,0.26,0.5,0.1,34,0.72
625,Porphyry Cu-Mo,0.176,1.88,306.50556374233713,6.531849049344833,6.39,10.42,4.260658480413232,0.13984571053278688,7.214649719008499,0.033,0.506,2.933545606534091
626,Porphyry Cu-Mo,0.176,0.28,0.187,6.531849049344833,96.16,13.25,0.043,0.13984571053278688,7.214649719008499,0.078414333,18.493608072269605,2.933545606534091
627,Porphyry Cu-Mo,0.184,0.45,2049.7,6.531849049344833,19.884714102112127,7.03,6.86,0.13984571053278688,7.214649719008499,0.078414333,9.18,8.54
628,Porphyry Cu-Mo,0.207,0.75,188.82,6.531849049344833,19.884714102112127,28.28,4.260658480413232,0.13984571053278688,0.168,0.024,0.457,2.933545606534091
629,Porphyry Cu-Mo,0.231,0.23,24.9,3.83,8.6,168,1.49,0.05,0.25,0.05,1.24,0.005
630,Porphyry Cu-Mo,0.32,0.1,20.2,4.19,8.12,148,1.58,0.05,0.25,0.05,1.27,0.005
631,Porphyry Cu-Mo,0.323,0.292,6318,1.68,0.76,5.12,5.43,0.398,2.05,0.061,18.493608072269605,3.99
632,Porphyry Cu-Mo,0.33,0.35,22.5,3.32,8.1,126,1.66,0.05,0.25,0.05,1.97,0.31
633,Porphyry Cu-Mo,1.37,0.42,6.8,6.9,7.3,81,4.45,0.025,0.5,0.1,2.48,0.18
634,Porphyry Cu-Mo,1.5,0.48,1.27,6.531849049344833,0.34,108.44,4.260658480413232,0.13984571053278688,7.214649719008499,0.078414333,18.493608072269605,0.0089
635,Porphyry Cu-Mo,1.54,69.2,13.7,4.12,7.28,15.3,3.96,0.025,0.5,0.1,2.06,0.01
636,Porphyry Cu-Mo,1.54,0.577,1.35,6.531849049344833,0.91,6.89,0.117,0.038,1.41,0.064,5.56,2.933545606534091
637,Porphyry Cu-Mo,1.58,0.66,24.2,3.45,9.6,29.7,1.6,0.05,0.25,0.05,1.28,0.037
638,Porphyry Cu-Mo,1.64,3.85,1.07,6.531849049344833,0.4,1.81,4.260658480413232,0.13984571053278688,0.28,0.078414333,18.493608072269605,0.069
639,Porphyry Cu-Mo,1.69,1.4,46,10.4,7.1,12,3.68,0.025,0.5,0.1,0.59,0.166
640,Porphyry Cu-Mo,1.69,1.4,9.3,5.1,6.4,12,3.68,0.13984571053278688,7.214649719008499,0.078414333,0.44,0.074
641,Porphyry Cu-Mo,0.34,0.41,13.6,6.4,6.9,79,4.37,0.025,0.5,0.1,2.75,0.01
642,Porphyry Cu-Mo,0.341,64.41446054337624,0.64,6.531849049344833,16.82,5.04,4.260658480413232,0.13984571053278688,8.78,0.078414333,18.493608072269605,0.0112
643,Porphyry Cu-Mo,0.35,0.51,19,10,10.4,119,4.29,0.025,3,0.1,4.5,0.01
644,Porphyry Cu-Mo,0.235,1.21,306.50556374233713,6.531849049344833,0.39,33.44,4.260658480413232,0.064,4.16,0.037,0.38,2.933545606534091
645,Porphyry Cu-Mo,0.238,0.33,20.4,3.78,9.1,57.3,1.68,0.05,0.25,0.05,2.65,0.88
646,Porphyry Cu-Mo,0.274,0.262,2200.65,6.531849049344833,2.31,5.4,0.468,0.13984571053278688,0.95,0.022,1.06,0.417
647,Porphyry Cu-Mo,0.293,0.4,306.50556374233713,3.34,8.23,4.91,4.260658480413232,0.13984571053278688,0.61,0.078414333,0.421,2.933545606534091
648,Porphyry Cu-Mo,0.3,0.73,12.3,4.54,6.09,39.7,6.49,0.025,0.5,0.1,0.75,0.01
649,Porphyry Cu-Mo,0.3,0.26,4.6,3.7,4.94,17,4.97,0.13984571053278688,7.214649719008499,0.078414333,0.406,2.933545606534091
650,Porphyry Cu-Mo,0.015,0.09,36.5,4.4,7.8,55,1.62,0.05,0.25,0.05,1.18,0.072
651,Porphyry Cu-Mo,0.365,0.147,340.21,6.531849049344833,0.41,12.98,0.994,0.097,0.488,0.015,2.075,0.957
652,Porphyry Cu-Mo,0.388,0.39,306.50556374233713,6.531849049344833,7.82,3.81,4.260658480413232,0.13984571053278688,4.03,0.078414333,0.051,2.933545606534091
653,Porphyry Cu-Mo,0.42,0.93,14.4,4.8,7.1,33.5,5.77,0.025,0.5,0.1,0.481,0.01
654,Porphyry Cu-Mo,0.43,0.13,33.3,7.5,8.67,67.1,2.33,0.05,0.25,0.05,2.07,1.27
655,Porphyry Cu-Mo,0.484,64.41446054337624,19.39,6.531849049344833,19.884714102112127,79.5,4.260658480413232,0.022,0.055,0.078414333,18.493608072269605,0.0237
656,Porphyry Cu-Mo,0.51,0.44,10.5,4.28,7.1,63,5.75,0.025,0.5,0.1,0.66,0.01
657,Porphyry Cu-Mo,0.527,64.41446054337624,306.50556374233713,1.77,14.11,9.61,4.260658480413232,0.13984571053278688,7.214649719008499,0.078414333,0.129,0.125
658,Porphyry Cu-Mo,0.53,0.33,15,6,11.3,26.3,5.56,0.084,0.5,0.1,1.11,0.85
659,Porphyry Cu-Mo,0.55,0.35,14.3,5.2,7.2,52,4.97,0.025,0.5,0.1,0.406,0.01
660,Porphyry Cu-Mo,0.564,6.37,0.43,6.531849049344833,18.62,20.55,4.260658480413232,0.13984571053278688,11.28,0.033,0.154,0.0324
661,Porphyry Cu-Mo,0.6,0.49,17.7,2.91,8.6,59,1.77,0.05,0.25,0.05,1.36,0.33
662,Porphyry Cu-Mo,0.67,0.37,16.2,3.95,7.89,150,1.37,0.05,0.25,0.05,1.21,0.0132
663,Porphyry Cu-Mo,0.69,0.48,18,4.8,7.7,37,6.72,0.025,0.5,0.1,230,2.15
664,Porphyry Cu-Mo,0.745,0.45,306.50556374233713,6.531849049344833,0.36,9.42,4.260658480413232,0.048,7.214649719008499,0.078414333,0.038,0.0151
665,Porphyry Cu-Mo,0.793,0.45,0.79,1.82,81.87,8,0.444,0.13984571053278688,25.72,0.038,7.59,0.98
666,Porphyry Cu-Mo,0.828,0.367,0.25,6.531849049344833,0.591,2.03,4.260658480413232,0.023,1.23,0.078414333,18.493608072269605,0.0112
667,Porphyry Cu-Mo,0.856,0.268,0.295,6.531849049344833,0.334,8.08,0.056,0.13984571053278688,0.3,0.017,0.453,0.0526
668,Porphyry Cu-Mo,0.864,0.54,306.50556374233713,6.531849049344833,3.45,7.54,4.260658480413232,0.13984571053278688,7.214649719008499,0.187,18.493608072269605,1.91
669,Porphyry Cu-Mo,0.87,0.58,38.4,6.2,9.3,143,1.92,0.05,0.25,0.05,5.1,0.82
670,Porphyry Cu-Mo,0.96,1.44,23.8,5.1,8,13.6,6.28,0.025,0.5,0.1,1.49,0.01
671,Porphyry Cu-Mo,0.96,1.44,14.3,4.26,5.9,8.1,5.99,0.13984571053278688,7.214649719008499,0.078414333,1.38,2.933545606534091
672,Porphyry Cu-Mo,1.06,64.41446054337624,1.77,6.531849049344833,16.07,5.68,4.260658480413232,0.13984571053278688,14.22,0.078414333,1.75,2.933545606534091
673,Porphyry Cu-Mo,1.12,0.92,0.84,1.93,13.88,4.93,4.260658480413232,0.053,1.41,0.032,0.414,2.933545606534091
674,Porphyry Cu-Mo,1.29,64.41446054337624,0.339,4.03,58.98,7.79,4.260658480413232,0.13984571053278688,13.7,0.078414333,1.01,0.227
675,Porphyry Cu-Mo,1.34,0.54,306.50556374233713,6.531849049344833,15.61,4.89,4.260658480413232,0.059,1.15,0.078414333,18.493608072269605,2.933545606534091
676,Porphyry Cu-Mo,1.35,72.8,11.1,4.14,6.3,14.4,4.67,0.025,0.5,0.1,2.05,0.01
677,Porphyry Cu-Mo,1.35,42.6,11.1,3.26,5.2,6.5,3.96,0.13984571053278688,7.214649719008499,0.078414333,2.01,2.933545606534091
678,Porphyry Cu-Mo,1.37,0.54,39,6.6,9.5,61.8,1.97,0.05,0.25,0.05,5,3.1
679,Porphyry Cu-Mo,1.78,1.1,12.1,3.21,7.76,101,1.79,0.05,0.25,0.05,1.49,0.037
680,Porphyry Cu-Mo,2.82,0.42,10.2,3.7,8.4,22.4,6.18,0.025,0.5,0.1,0.94,0.23
681,Porphyry Cu-Mo,2.94,2.25,9.2,7.5,7.9,38,6.1,0.025,0.5,0.1,5.73,0.025
682,Porphyry Cu-Mo,2.94,2.25,39,10.2,387.6,168,7.39,0.26,3,0.078414333,34,3.1
683,Porphyry Cu-Mo,3.03,1.34,24.3,3.07,7.4,76,1.45,0.05,0.25,0.05,1.63,0.005
684,Porphyry Cu-Mo,3.22,1.31,306.50556374233713,4.04,5.77,7.04,0.065,0.13984571053278688,10.59,0.078414333,0.256,2.933545606534091
685,Porphyry Cu-Mo,3.3,0.73,0.9,6.531849049344833,1.19,5.78,4.260658480413232,0.117,2.52,0.052,18.493608072269605,2.13
686,Porphyry Cu-Mo,3.37,4.8,12.6,7.7,9.3,29,3.53,0.025,0.5,0.1,0.59,0.114
687,Porphyry Cu-Mo,3.37,1.82,145.18,6.531849049344833,19.884714102112127,42.1,4.260658480413232,0.13984571053278688,0.077,0.007,18.493608072269605,0.0104
688,Porphyry Cu-Mo,3.46,2.48,9.5,8.3,7,31,9.9,0.58,0.29,0.1,330,16.1
689,Porphyry Cu-Mo,3.53,0.72,306.50556374233713,6.531849049344833,5.27,4.6,0.0334,0.13984571053278688,2.66,0.032,0.066,0.0166
690,Porphyry Cu-Mo,3.6,164,17.6,3.81,7.55,13.8,4.4,0.025,0.5,0.1,2.21,0.01
691,Porphyry Cu-Mo,3.77,1.95,23.9,6.531849049344833,19.884714102112127,40.43,4.260658480413232,0.13984571053278688,0.144,0.078414333,18.493608072269605,0.0052
692,Porphyry Cu-Mo,3.77,1.71,306.50556374233713,6.531849049344833,17.81,7.24,4.260658480413232,0.13984571053278688,0.44,0.078414333,0.137,2.933545606534091
693,Porphyry Cu-Mo,3.85,42.6,19.8,4.9,5.2,6.5,6.94,0.025,0.5,0.1,2.62,0.01
694,Porphyry Cu-Mo,3.91,3.19,14.7,7.7,6.9,21,4.5,0.025,0.5,0.1,0.479,0.451
695,Porphyry Cu-Mo,3.97,2.4,23.3,8.1,6.4,24,4.43,0.025,0.5,0.1,0.44,0.46
696,Porphyry Cu-Mo,4.04,109,11.1,4.86,6.3,17.8,4.26,0.025,0.5,0.1,2.01,0.01
697,Porphyry Cu-Mo,4.08,1.16,6.92,6.531849049344833,0.37,91.78,4.260658480413232,0.13984571053278688,7.214649719008499,0.078414333,18.493608072269605,0.0083
