Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
Sedimentary pyrite,7.81,31.53,1.89,3.41,199,8.6,0.05,1.48,<0.13,<0.01,11.36,<0.01
Sedimentary pyrite,4.8,17.54,17.87,0.73,291,17.5,0.07,2.12,<0.13,<0.01,12.22,<0.01
Sedimentary pyrite,7.74,20.21,30.05,1.96,518,23.4,0.06,2,0.18,<0.01,13.6,<0.01
Sedimentary pyrite,5.25,19.94,21.34,1.99,288,17.6,0.11,2.37,<0.13,<0.01,14.1,<0.01
Sedimentary pyrite,9.41,33.12,21.45,4.2,188,11.7,0.11,1.96,<0.13,<0.01,14.12,<0.01
Sedimentary pyrite,10.54,38.29,2.4,3.71,212,15.2,0.12,1.8,0.2,<0.01,14.14,<0.01
Sedimentary pyrite,10.9,35.13,5.7,4.14,180,10.2,0.16,1.99,<0.13,<0.01,14.35,<0.01
Sedimentary pyrite,13.75,82.68,54.94,1.33,442,29.6,0.08,2.27,<0.13,<0.01,15.21,<0.01
Sedimentary pyrite,5.22,19.78,29.56,2.37,291,30.6,0.15,2.62,0.26,0.03,18.5,<0.01
Sedimentary pyrite,5.19,45.88,23.83,1.43,237,11.4,<0.01,1.09,<0.13,<0.01,20.64,<0.01
Sedimentary pyrite,72.64,258.34,35.3,4.09,139,4.3,<0.01,2.46,<0.13,<0.01,21.23,<0.01
Sedimentary pyrite,125.52,351.89,43.55,7.06,56.9,4.9,<0.01,2.13,<0.13,<0.01,27.11,<0.01
Sedimentary pyrite,125.27,424.12,48.41,5.27,71.7,7.4,<0.01,2.42,<0.13,<0.01,30.29,<0.01
Sedimentary pyrite,106.49,339.96,44.46,4.59,58.3,5.3,<0.01,2.21,<0.13,<0.01,31.06,<0.01
Sedimentary pyrite,139.18,410.63,44.88,4.81,63,5.6,0.02,2.48,<0.13,0.01,32.46,<0.01
Sedimentary pyrite,93.14,308.69,40.82,5.13,129.8,4.7,<0.01,2.46,<0.13,<0.01,33.3,<0.01
Sedimentary pyrite,13.11,125.26,68.69,3.27,366.1,4.1,<0.01,2.21,<0.13,<0.01,36.81,<0.01
Sedimentary pyrite,82.27,296.37,41.09,4.22,102.1,6.6,<0.01,2.28,<0.13,<0.01,37.43,<0.01
Sedimentary pyrite,23.33,150.76,56.43,1.6,258.8,3.1,<0.01,2,<0.13,0,41.75,<0.01
Sedimentary pyrite,10.62,123.59,55.2,0.95,349.7,4.9,<0.01,2.33,<0.13,<0.01,45.28,<0.01
Sedimentary pyrite,21.95,156.75,45.85,3.22,258.1,4.2,<0.01,1.94,<0.13,<0.01,45.51,<0.01
Sedimentary pyrite,10.76,132.17,75.96,2.8,368.2,7.2,<0.01,2.39,<0.13,<0.01,46.09,<0.01
Sedimentary pyrite,88.7,290.41,106.58,4.68,175.8,5.8,0.04,2.32,<0.13,<0.01,49,<0.01
Sedimentary pyrite,11.92,121.15,71.2,2.66,413.3,5.3,<0.01,2.53,<0.13,<0.01,52.97,<0.01
Sedimentary pyrite,9.68,114.74,40.43,2.26,378.4,4.9,<0.01,2.86,<0.13,0,57.32,<0.01
Sedimentary pyrite,105.16,352.07,126.16,2.35,190.9,6.8,0.05,2.97,<0.13,<0.01,61.83,<0.01
Sedimentary pyrite,11.25,159.78,47.53,0.23,601.9,10.3,<0.01,4.25,<0.13,<0.01,71.46,<0.01
Sedimentary pyrite,9.91,122.16,52.55,9.68,460.9,6.6,<0.01,3.09,<0.13,<0.01,55.42,0.01
Sedimentary pyrite,7.53,74.9,37.9,0.42,462.3,4.7,<0.01,3.17,<0.13,<0.01,41.67,0.02
Sedimentary pyrite,19.79,94.63,47.63,2.7,288.3,19.5,0.07,1.62,<0.13,<0.01,11.42,0.05
Sedimentary pyrite,7.45,23.51,25.3,5.24,233.8,24.5,0.12,2.45,<0.13,<0.01,19.01,0.06
Sedimentary pyrite,10.23,46.95,44.76,3.03,488.9,36.6,0.14,3.16,0.22,<0.01,18.95,0.06
Sedimentary pyrite,12.06,38.08,23.25,2.48,191.5,12.5,0.25,2.62,<0.13,<0.01,19.38,0.06
Sedimentary pyrite,8.84,27,33.17,4.7,239.9,24.6,0.2,2.65,<0.13,<0.01,18.59,0.07
Sedimentary pyrite,488.74,3246.13,91.95,4.13,6832,5,21.65,16.15,0.03,0.07,44.92,0
Sedimentary pyrite,530.83,4030.69,117.82,3.48,8964,5.9,22.12,23.25,0.03,0.08,74.73,<0.01
Sedimentary pyrite,513.7,3438.74,113.97,3.9,8054,6.8,18.46,19.76,<0.13,0.09,121.77,<0.01
Sedimentary pyrite,497.79,4191.32,124.21,3.81,9656,5.5,26.68,24.78,0.04,0.06,45.47,0.01
Sedimentary pyrite,404.37,3868.22,104.17,3.94,8293,4.7,17.28,21.88,0.05,0.04,31.83,0.01
Sedimentary pyrite,613.5,4747.81,111.1,4.49,8203,5.8,20.94,33.94,0.03,0.08,82.07,0.01
Sedimentary pyrite,663.9,4328.12,120.18,4.13,8007,6.8,20.66,29.74,<0.13,0.08,97.77,0.01
Sedimentary pyrite,606.54,4874.06,112.06,3.69,8466,6.8,22.76,32.53,0.05,0.09,76.48,0.01
Sedimentary pyrite,760.19,4410.8,122.44,7.11,8315,6.9,18.56,33.73,<0.13,0.08,152.03,0.01
Sedimentary pyrite,548.31,3513.27,98.61,3.35,9072,6,19.38,19.96,0.05,0.08,82.17,0.01
Sedimentary pyrite,611.65,4728.08,148.61,3.54,8057,6.9,26.32,29.45,0.04,0.07,76.14,0.02
Sedimentary pyrite,783.93,4808.27,109.67,3.77,8186,8.1,20.79,30.47,0.06,0.11,133.38,0.02
Sedimentary pyrite,631.66,3456.99,109.45,7.83,6811,9.7,15.57,23.92,0.05,0.09,198.63,0.02
Sedimentary pyrite,752.06,5095.08,162.62,4.36,8935,9,29.21,38.05,0.04,0.12,150.54,0.02
Sedimentary pyrite,719.88,3726.04,112.99,2.92,9400,11.5,17.93,35.71,0.04,0.11,203.49,0.03
Sedimentary pyrite,816.53,4257.98,114.31,6.02,9828,13.3,15.24,44.54,0.05,0.09,243.6,0.03
Sedimentary pyrite,1173.78,5364.21,171.6,4.55,8812,15.6,21.4,47.26,0.08,0.15,379.6,0.04
Sedimentary pyrite,985.04,5212.44,134.68,4.67,8533,9.3,22.57,45.44,0.05,0.14,217.75,0.04
Sedimentary pyrite,2858.8,8577.44,280.29,5.66,16484.4,72.9,9.47,151.15,0.18,0.09,821.08,0.04
Sedimentary pyrite,2408.8,7510.92,248.32,5.65,14713.2,63.8,9.41,133.82,0.15,0.08,808.68,0.05
Sedimentary pyrite,961.55,5657.83,106.94,5.41,17849.6,17.2,10.01,69.11,0.05,0.07,226.96,0.06
Sedimentary pyrite,178.37,384.53,130.51,<0.02,215.2,31.1,2.21,6.62,4.38,0.02,524.11,1.53
Sedimentary pyrite,210.88,397.34,105.58,18.08,268.4,32.7,1.19,5.5,4.63,0.02,396.73,1.55
Sedimentary pyrite,205.21,403.27,102.7,<0.02,302.5,39.9,1.24,7.98,5.28,0.03,491.49,1.86
Sedimentary pyrite,205.3,406.07,76.97,12.6,245.2,28.7,0.95,6.66,4.73,0.01,415.34,1.95
Sedimentary pyrite,224.25,453.63,111.82,11.89,286.4,32,1.48,6.49,5.35,0.02,446.52,2.04
Sedimentary pyrite,200.26,403.05,80.67,19.72,215,27.7,0.84,6.49,4.33,0.01,423.83,2.07
Sedimentary pyrite,242.61,480.08,104.42,25.97,264.1,31.1,1.44,9.77,5.86,0.02,516.55,2.29
Sedimentary pyrite,313.43,600.88,289.82,2.68,5902.5,47.1,3.23,6.92,5.55,0.05,763.99,3.97
Sedimentary pyrite,321.93,630.23,294.01,<0.02,5447.2,50.5,2.92,7.93,6.17,0.04,855.71,4.58
Sedimentary pyrite,427.22,837.51,360.79,<0.02,5685.7,60,2.68,7.95,7.18,0.03,917.99,6.32
Sedimentary pyrite,294.49,535.83,257.84,44.34,2804.3,45,1.47,5.61,5.1,0.02,736.57,7.77
Sedimentary pyrite,385.5,771.43,418.86,62.26,3285.2,60.1,1.54,5.97,5.36,0.02,880.61,7.87
Sedimentary pyrite,342.87,543.78,192.47,68.06,2475.8,45.2,2.86,8.49,9.19,0.04,674.37,10.34
Sedimentary pyrite,391.02,779.07,446.11,34.35,5426.8,61.9,4.33,9.01,7.94,0.08,1232.75,12.22
Sedimentary pyrite,366.78,656.2,274.49,54.88,2485.6,62.7,2.29,11.84,9.84,0.02,963.57,15.69
Sedimentary pyrite,335.88,739.43,279.08,80.26,2640,63.6,2.87,7.23,7.89,0.03,741.62,15.81
Sedimentary pyrite,94.79,132.25,0.46,2.2,91,14.2,<0.01,4.92,0.54,<0.01,10.76,<0.01
Sedimentary pyrite,0.26,6.43,0.47,3.02,29,6.6,<0.01,2.97,0.19,<0.01,11.63,<0.01
Sedimentary pyrite,532.32,533.38,2.75,5.73,150,33.6,0.04,21.26,0.53,<0.01,51.88,<0.01
Sedimentary pyrite,6.6,16.72,0.2,0.71,63,1.5,<0.01,0.19,0.26,<0.01,2.36,0.01
Sedimentary pyrite,40.78,66.68,0.2,1.16,159,2.7,<0.01,1.27,0.33,<0.01,8.93,0.01
Sedimentary pyrite,44.39,169.54,0.48,1.74,243,4.3,<0.01,2.48,0.37,<0.01,17.37,0.01
Sedimentary pyrite,27.38,26.4,0.21,1.64,102,2.4,<0.01,0.41,0.39,<0.01,4.72,0.01
Sedimentary pyrite,333.24,500.04,12.95,7.81,206,41.8,<0.01,23.65,0.45,<0.01,24.2,0.02
Sedimentary pyrite,1019.61,1197.17,3.54,12.89,374,59.7,<0.01,33.52,<0.13,0.02,84.29,0.02
Sedimentary pyrite,70.8,20.71,0.46,1.05,105,3.3,0.01,0.55,0.44,<0.01,5.9,0.02
Sedimentary pyrite,1070.93,1133.68,3.29,14.02,382,51.2,<0.01,35.49,0.86,<0.01,66.73,0.03
Sedimentary pyrite,1144.55,1418.84,5.37,7.92,338,80.6,<0.01,27.44,0.47,<0.01,91.93,0.03
Sedimentary pyrite,528.14,676.59,2.46,5.22,172,31.1,<0.01,20.1,0.44,<0.01,10.86,0.04
Sedimentary pyrite,2.11,5.72,0.67,3.85,14029,14.6,0.02,431.54,<0.13,0,98.55,0.01
Sedimentary pyrite,3.53,13.99,0.77,3.73,8803,7.9,0.37,257.02,<0.13,0.01,34.1,0.03
Sedimentary pyrite,80.79,96.94,4.47,5.53,16930,48.7,5.02,344.64,<0.13,0.09,448.04,0.13
Sedimentary pyrite,169.05,163.5,9.12,12.04,6983,23,8.71,163.75,<0.13,0.11,337.58,0.29
Sedimentary pyrite,420.72,355.62,10.42,9.01,2361,16.2,29.08,107.28,0.09,0.49,508.01,0.29
Sedimentary pyrite,254.41,207.38,8.39,11.18,8728,28.5,12.14,186.24,0.11,0.17,462.08,0.34
Sedimentary pyrite,18.16,25.65,22.77,61.35,7828,15.5,1.66,252.62,<0.13,0.03,76.66,0.34
Sedimentary pyrite,530.66,477.95,22.16,16.73,6281,26.6,19.6,163.15,0.17,0.46,943.19,0.57
Sedimentary pyrite,348.21,282,10.3,20.42,1492,12.2,19.4,71.58,<0.13,0.26,347.01,0.61
Sedimentary pyrite,597.38,449.3,10.89,8.01,1713.2,21.1,31.12,93.11,0.12,0.48,499.1,0.85
Sedimentary pyrite,459.49,681.05,50.3,19.49,7536.8,46.8,16.9,149.66,0.34,0.27,818.22,3.21
Sedimentary pyrite,51.37,1797.25,30.49,6981.21,79,140.1,10.67,63.02,<0.13,<0.01,122.53,0.76
Sedimentary pyrite,55.84,2411.42,59.79,2436.57,72.1,172.4,13.17,92.4,0.88,<0.01,147.96,0.89
Sedimentary pyrite,61.76,3031.8,178.8,4819.43,255.4,285,19.03,98.49,1.15,<0.01,176.61,1.05
Sedimentary pyrite,64.04,3890.34,98.36,4461.37,54.6,197.9,13.17,112.65,<0.13,<0.01,158.83,1.08
Sedimentary pyrite,53.74,2836.16,92.4,1713.11,88.4,189.4,12.95,90.35,<0.13,<0.01,177.49,1.16
Sedimentary pyrite,42.66,2109.77,236.91,5955.46,322.1,617.6,164.53,165.34,1.24,0.08,303.28,1.18
Sedimentary pyrite,65.81,2887.45,196.07,2109.71,173.3,365.8,32.36,157.78,<0.13,<0.01,302.83,1.49
Sedimentary pyrite,55.54,3833.11,398.62,8303.38,178,336.4,66.48,213.91,3.14,<0.01,361.31,1.61
Sedimentary pyrite,72.42,4034.87,144.18,6829.74,72,234.1,17.56,159.26,<0.13,<0.01,216.47,1.77
Sedimentary pyrite,78.3,3829.14,73.23,13.32,108.4,264.7,19.12,165.91,1.68,<0.01,259.94,1.85
Sedimentary pyrite,73.1,3879.97,329.63,5365.09,249,368.6,31.04,225.81,2.63,<0.01,332.79,3
Sedimentary pyrite,301.12,475.56,<0.02,<0.02,772.4,458.1,3.95,30.79,0.5,0.05,47.78,0.69
Sedimentary pyrite,205.93,1871.07,262.31,4402.13,384.7,627.6,6.81,58.08,0.63,0.1,71.45,1.23
Sedimentary pyrite,312.86,2827.16,147.34,1832.15,449.3,543.7,9.1,81.8,0.97,0.06,120.76,1.48
Sedimentary pyrite,1222.18,3355.05,349.43,8771.87,330.6,636,34.19,100.29,1.35,0.04,123.81,3.84
Sedimentary pyrite,85.82,1103.78,383.36,4166.6,380.1,1448.7,14.8,124.97,2.07,0.03,160.54,4.91
Sedimentary pyrite,5.46,220.39,552.84,6.02,2546,3637.1,53.38,358.46,<0.13,0.01,223.88,0.06
Sedimentary pyrite,2.18,39.24,18.7,220.92,5.6,2413.4,2.32,4.69,<0.13,0.01,12.6,0.07
Sedimentary pyrite,5.79,203.6,471.64,63.66,2289.1,3914.7,41.53,394.02,<0.13,<0.01,143.56,0.08
Sedimentary pyrite,13.92,435.95,493.15,128.95,334,2886.6,69.85,170.39,<0.13,0.02,632.2,0.11
Sedimentary pyrite,2.65,55.56,33.33,319.49,4,2262,1.94,4.39,<0.13,<0.01,34.13,0.13
Sedimentary pyrite,8.57,302.01,476.36,77.04,1867,2784.9,47.15,296.58,0.18,0.01,227.41,0.19
Sedimentary pyrite,9.44,340.71,650.05,43.03,2155,4948.2,78.26,419.19,0.09,0.01,198.54,0.3
Sedimentary pyrite,20.33,700.2,138.12,233.72,22,1272.8,15.21,12.77,<0.13,<0.01,180.74,0.92
Sedimentary pyrite,17.23,443.81,44.33,384.31,26,682.2,12.47,12.81,<0.13,<0.01,175.92,1.57
Sedimentary pyrite,60.75,1973.41,735.29,1300.68,90,1591.4,47.88,58.4,<0.13,0.1,151.73,2.3
Sedimentary pyrite,81.87,2977.51,1132.9,681.33,81,1751.3,67.45,67.74,1.68,0.07,174.65,3.96
Sedimentary pyrite,79.81,2961.14,1131.74,1798.95,93,2980.2,60.99,90.14,1.63,0.09,218.15,4.14
Sedimentary pyrite,82.36,2839.51,1014.63,935.34,84,1064.7,43.7,42.02,1.64,0.07,130.87,4.15
Sedimentary pyrite,72.16,3098.19,1211.52,1539.79,64,1708.3,55.42,76.1,<0.13,<0.01,177.04,4.3
Sedimentary pyrite,65.01,246.62,230.49,<0.02,112,71.6,0.35,5.35,0.11,0.01,229.73,<0.01
Sedimentary pyrite,45.36,169.1,139.23,1.65,84,28,0.4,1.88,<0.13,<0.01,128.58,0.01
Sedimentary pyrite,2.69,12.96,25.46,8.55,47,34.6,0.05,0.46,<0.13,<0.01,27.15,0.02
Sedimentary pyrite,24.94,101.83,142.05,0.9,903,26.6,0.43,31.17,<0.13,<0.01,408.29,0.02
Sedimentary pyrite,20.1,99.26,144.94,6.9,880,42,0.34,55.19,0.1,0.01,239.56,0.03
Sedimentary pyrite,231.73,345.75,148.84,34.73,122,65.1,0.16,3.83,<0.13,0.06,145.21,0.03
Sedimentary pyrite,32.43,123.91,199.58,9.52,723,19.1,0.49,27.85,0.12,<0.01,343.5,0.04
Sedimentary pyrite,131.97,294.23,120.49,28.79,129,75,0.31,3.02,<0.13,0.01,102.32,0.04
Sedimentary pyrite,23.48,96.62,150.77,2.38,867,23.4,0.38,29.85,0.07,<0.01,366.95,0.05
Sedimentary pyrite,45.14,245.2,245.18,0.35,190,35.6,0.35,3.18,0.11,<0.01,195.53,0.05
Sedimentary pyrite,27.26,95.4,148.57,1.18,865,24.1,0.42,29.78,<0.13,<0.01,350.58,0.05
Sedimentary pyrite,25.16,168.43,77.78,11.93,67,31,0.19,1.74,<0.13,<0.01,99.78,0.05
Sedimentary pyrite,195.69,322.54,201.84,30.29,163,57.3,0.39,7,<0.13,<0.01,211.74,0.05
Sedimentary pyrite,111.8,333.4,191.42,3.17,165,41.9,0.36,2.78,<0.13,0.01,180.99,0.08
Sedimentary pyrite,5.87,26.17,67.82,9.55,49.2,24.1,0.15,1.51,0.13,<0.01,76.92,0.09
Sedimentary pyrite,5.06,95.97,128.9,10.2,392.2,35.8,0.6,19.23,0.14,0.01,95.56,0.09
Sedimentary pyrite,16.76,173.97,249.35,7.88,526,48.5,0.77,33.74,0.1,0.01,317.62,0.1
Sedimentary pyrite,27.38,166.87,193.45,11.53,657.8,30.7,0.49,34.3,0.1,0.01,250.77,0.1
Sedimentary pyrite,10.88,156.29,208.9,12.8,679.5,38.9,0.7,37.78,0.18,0.01,196.71,0.11
Sedimentary pyrite,63.76,153.51,204.43,35.35,780,25.7,0.57,26.67,0.09,<0.01,472.31,0.12
Sedimentary pyrite,92.85,298.39,188.26,7.7,176.1,38.7,0.46,2.78,<0.13,<0.01,181.27,0.12
Sedimentary pyrite,32.5,138.84,176.7,28.13,838.2,21.8,0.48,40.66,0.14,0.01,229.82,0.15
Sedimentary pyrite,24.11,183.23,203.91,11.78,645.1,45.9,0.96,39.12,0.2,0.02,300.91,0.15
Sedimentary pyrite,38.83,132.35,81.46,14.13,83.4,31.9,0.27,1.36,0.13,<0.01,75.42,0.16
Sedimentary pyrite,143.49,481.02,115.56,25.94,159.9,46.5,0.11,1.42,0.19,<0.01,89.99,0.18
Sedimentary pyrite,52.44,152.05,295.5,112.76,786.1,37,1.29,35.84,<0.13,0.01,507.16,0.19
Sedimentary pyrite,14.12,133.71,234.88,10.61,603.7,41.1,0.73,33.53,0.24,0.01,216.42,0.2
Sedimentary pyrite,14.03,153.99,197.76,19.48,646,26.6,1.09,34.5,0.16,0.02,181.31,0.21
Sedimentary pyrite,11.9,159.51,250.24,14.22,679.2,32.9,1.79,37.68,0.17,0.03,199.14,0.22
Sedimentary pyrite,7.85,116.68,191.21,9.83,608.1,21.5,0.56,32.83,0.13,<0.01,162.62,0.22
Sedimentary pyrite,115.76,245.63,222.32,145.44,981.3,75.5,1,45.16,0.26,0.01,981.26,0.28
Sedimentary pyrite,58.93,174.48,286.35,41.88,741.5,36.2,1.2,35.35,0.15,0.01,509.52,0.29
Sedimentary pyrite,13.99,174.17,294.4,17.67,575.4,26.3,1.25,29.11,0.27,0.02,238.1,0.29
Sedimentary pyrite,95.73,98.67,34.26,24.27,99.6,32.8,0.08,1.1,0.21,<0.01,43.75,0.3
Sedimentary pyrite,20.29,179.54,242.99,24.83,467.9,53,1.49,28.69,0.24,0.03,278.42,0.31
Sedimentary pyrite,97.9,456.41,291.71,20.63,289.3,50,0.69,12.06,0.15,0.01,343.34,0.32
Sedimentary pyrite,68.68,186.84,323.87,40.22,740.3,24.4,1.37,30.51,0.28,0.01,406.07,0.35
Sedimentary pyrite,295.02,1062.62,488.27,666.94,495,92.1,1.48,22.05,0.35,0.02,701.15,0.4
Sedimentary pyrite,88.16,261.68,253.98,17.47,671,32.6,0.87,26.94,<0.13,0.01,466.98,0.43
Sedimentary pyrite,12.83,165.54,302.55,24.34,678,34.7,2.9,40.13,0.31,0.05,170.95,0.43
Sedimentary pyrite,94.94,270.39,294.37,131.28,1141,108.5,2.05,61.64,0.2,0.02,1087.46,0.44
Sedimentary pyrite,82.53,195.45,321.91,135.71,685,31.3,1.94,26.16,0.27,0.01,485.43,0.45
Sedimentary pyrite,56.33,152.85,235.19,75.73,787,25.5,1.4,31,0.19,0.01,417.52,0.48
Sedimentary pyrite,154.86,405.64,240.35,197.25,1146,121.6,1.93,64.29,0.23,0.02,1183.81,0.53
Sedimentary pyrite,220.92,488.33,408.21,275.94,182,105.6,1.87,13.93,0.41,0.04,306.89,0.59
Sedimentary pyrite,57.88,197.97,358.38,109.44,836,35.6,1.74,33.85,0.33,0.01,476.03,0.64
Sedimentary pyrite,85.42,233.25,526.08,108.89,339,58.3,4.47,21.89,0.81,0.05,332.1,0.84
Sedimentary pyrite,34.08,155.42,65.15,91.7,71,56.1,0.62,2.95,0.38,<0.01,118.83,0.86
Sedimentary pyrite,23.66,266.02,429.48,21.77,744,66.1,2.51,46.21,0.6,0.04,466.66,1.05
Sedimentary pyrite,108.86,341.12,626.22,308.02,792,54.6,4.18,41.99,1.14,0.01,765.73,1.18
Sedimentary pyrite,179.53,784.59,729.92,545.34,348,140.3,6.39,34.47,0.82,0.14,505.04,1.19
Sedimentary pyrite,91.11,303.36,422.61,261.92,1053,95.3,3.72,53.48,0.4,0.03,911.26,1.23
Sedimentary pyrite,134.81,339.86,445.83,378.6,820,102,6.07,44.29,0.79,0.05,870.58,1.59
Sedimentary pyrite,113.16,333.33,707.73,362.49,1071,104.2,5.25,60.82,0.65,0.04,1038.56,1.74
Sedimentary pyrite,116.99,555.89,1051.98,366.13,502,156.3,15.41,56.63,2.37,0.23,509.46,2.35
Sedimentary pyrite,59.59,329.74,1014.72,174.5,716,74.6,20.41,39.36,1.95,0.13,465.49,2.47
Sedimentary pyrite,81.24,259.2,622.89,474.7,518,54.1,7.82,31.16,1.52,0.04,574.8,2.98
Sedimentary pyrite,146.63,410.71,1218.22,332.31,936,138.8,14.56,60.71,2.06,0.05,1172.89,3.3
Sedimentary pyrite,92.42,565.12,1555.87,959.81,173,45.6,7.53,17.55,1.44,0.03,911.59,8.02
Sedimentary pyrite,65.55,401.88,2044.31,532.56,154,27.6,7.66,17.82,1.29,0.05,1007.09,9.74
Sedimentary pyrite,67.83,391.54,1520.14,1280.02,135.4,38.6,5.95,15.34,1.79,0.04,814.21,9.87
Sedimentary pyrite,57.99,329.82,1291.69,661.47,91.3,23.2,4.47,14.44,1.44,0.03,631.96,10.05
Sedimentary pyrite,100.98,633.36,2068.89,1064.78,166.2,42.2,6.82,20.91,1.6,0.04,1074.77,10.74
Sedimentary pyrite,134.25,916.99,3237.15,986.89,294.1,63.2,11.52,30.64,1.86,0.08,1710.56,13.85
Sedimentary pyrite,79.92,428,1980,1927.9,120.7,44.3,5.11,17.72,2.27,0.03,875.31,14.82
Sedimentary pyrite,89.26,516.44,2592.82,2588.07,149.7,45.8,5.2,21.09,2.81,0.04,1079.97,19.15
Sedimentary pyrite,91.4,533.25,2299.11,2191.86,153.9,46.1,4.9,22.2,2.59,0.05,1060.76,21.79
Sedimentary pyrite,213.56,121.5,74.6,215.8,51.7,4,0.72,3.42,0.39,<0.01,210.5,19.93
Sedimentary pyrite,347.77,191.39,185.85,223.35,71.7,3.7,0.76,5.62,0.54,<0.01,265.94,20.28
Sedimentary pyrite,204.02,101,62.56,126.5,44,1.7,0.45,5.5,0.28,0.01,153.32,20.46
Sedimentary pyrite,227.98,114.92,57.14,180.82,48,3,0.52,6.51,0.25,<0.01,248.46,23.14
Sedimentary pyrite,272.29,163.39,88.6,219.19,66,3.1,0.85,6.74,0.39,0.02,310.14,23.45
Sedimentary pyrite,485.35,257.9,313.89,209.9,114.7,4.5,1.11,6.96,0.53,<0.01,455.96,24.14
Sedimentary pyrite,238.63,125.76,80.5,196.58,50.4,2.4,0.58,6.57,0.37,0.01,191.45,26.15
Sedimentary pyrite,255.03,133.34,72.44,174.67,59.3,2.6,0.54,5.69,0.35,<0.01,226.97,26.99
Sedimentary pyrite,290.68,146.16,76.99,206.32,58.6,1.7,0.61,6.94,0.43,0.01,237.22,27.5
Sedimentary pyrite,263.77,130.72,54.16,166.79,52,1.5,0.43,5,0.44,0.01,246.86,28.19
Sedimentary pyrite,261.2,131.59,74.04,174.49,55.4,2.6,0.52,5.76,0.35,0.01,279.11,29.12
Sedimentary pyrite,266.68,136.79,72.46,221.28,56.6,1.6,0.61,7.38,0.28,<0.01,283.72,29.33
Sedimentary pyrite,340.12,177.4,93.89,251.96,69.1,2.9,1,5.72,0.49,0.02,314.59,29.91
Sedimentary pyrite,290.1,167.76,96.04,161.33,64.8,2.9,0.69,6.5,0.43,0.01,302.13,30.85
Sedimentary pyrite,279.08,117.15,59.49,214.08,51.6,1.1,0.62,6.46,0.43,<0.01,200.38,31.19
Sedimentary pyrite,265.44,193.86,63.08,192.29,90.7,5.3,1.1,8.12,0.74,<0.01,337.64,33.81
Sedimentary pyrite,266.7,174.94,47.3,295.61,63,4.3,0.78,10,0.47,0.02,271.84,41.03
Sedimentary pyrite,327.01,158.01,86.87,210.78,71,2.4,0.87,10.32,0.46,0.01,290.44,45.34
Sedimentary pyrite,666.92,431.33,191.08,177.14,181,5.1,5.46,27.38,2.03,0.11,759.83,103.78
Sedimentary pyrite,625.42,458.23,307.34,254.79,310,7.4,3.77,18.26,1.89,0.11,943.41,103.85
Sedimentary pyrite,598.99,430.05,282.66,226.39,301,5.2,3.93,17.74,1.9,0.11,885.2,106.44
Sedimentary pyrite,680.29,498.06,334.83,296.62,353,8.1,4.06,18.66,2.22,0.09,918.34,108.63
Sedimentary pyrite,541.07,408.03,172.4,239.86,425,8.7,3.54,18.69,2.78,0.09,824.31,109.94
Sedimentary pyrite,590.57,401.14,186.23,239.7,196,5.4,2.48,22.36,1.45,0.06,565.39,118.24
Sedimentary pyrite,776.97,945.54,985.15,229.64,352,9.5,11.77,35.43,3.01,0.25,2675.99,177.53
Sedimentary pyrite,844.27,898.83,858.46,234.84,363,9.2,10.41,39.18,3.59,0.22,2516.8,184.84
Sedimentary pyrite,788.09,889.07,880.65,242.19,377,8.6,10.56,37.53,3.38,0.24,2586.13,185.02
Sedimentary pyrite,1087.16,1078.72,1128.79,215.47,355,9.5,13.03,47.28,3.87,0.25,3375.43,215.88
Sedimentary pyrite,1227.81,1470.67,1781.72,186.58,418,12.1,17.41,53.11,4.24,0.31,5041.68,229.54
Sedimentary pyrite,1197.87,1223.54,1339.55,193.74,387,10.4,14.61,49.99,4.13,0.27,3790.9,242.22
Sedimentary pyrite,1391.63,901.37,640.7,271.26,445,8.1,7.92,48.02,3.74,0.16,1785.43,245
Sedimentary pyrite,222.95,176.8,151.53,38.91,100,6,0.4,7.1,0.78,0.02,187.32,1.43
Sedimentary pyrite,84.47,295.22,279.32,67.83,136,14.1,2.68,8.66,4.32,0.04,189.77,2.76
Sedimentary pyrite,69.26,333.1,273.68,122.58,57,8,0.19,3.57,1.94,<0.01,212.86,3.48
Sedimentary pyrite,103.29,433.93,360.07,178.83,168,13.2,1.96,8.83,3.59,0.04,269.19,4.57
Sedimentary pyrite,274.33,987.39,707.3,182.18,497,44,9,27.83,14.35,0.15,492.64,7.2
Sedimentary pyrite,301.07,1064.5,1341.68,523.39,344,23.2,4.64,24.45,8.12,0.08,837.87,15.01
Sedimentary pyrite,216.08,818.82,726.99,215.08,241,14.9,1.95,15.18,3.47,<0.01,730.42,15.49
Sedimentary pyrite,374.25,1302.72,1623.17,393.21,231,16.2,2.06,21.84,5.56,0.03,1017.66,19.32
Sedimentary pyrite,68.09,162.03,130.5,77.14,604.5,7.2,0.83,4.2,0.98,0.03,229.21,1.68
Sedimentary pyrite,83.64,166.07,139.55,84.79,638.8,7.1,0.84,5.08,0.74,0.04,247.66,2.07
Sedimentary pyrite,65.46,194.61,138,87.84,674.4,7.1,1.01,4.74,1.17,0.04,301.49,2.22
Sedimentary pyrite,104.41,167.29,182.1,71.83,831.2,2.4,0.79,7.58,1.13,0.02,338.95,3.23
