Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
Porphyry Cu-Mo,2.94,2.25,39,10.2,387.6,168,7.39,0.26,3,,34,3.1
Porphyry Cu-Mo,3.03,1.34,24.3,3.07,7.4,76,1.45,0.05,0.25,0.05,1.63,0.005
Porphyry Cu-Mo,3.22,1.31,,4.04,5.77,7.04,0.065,,10.59,,0.256,
Porphyry Cu-Mo,3.3,0.73,0.9,,1.19,5.78,,0.117,2.52,0.052,,2.13
Porphyry Cu-Mo,3.37,4.8,12.6,7.7,9.3,29,3.53,0.025,0.5,0.1,0.59,0.114
Porphyry Cu-Mo,3.37,1.82,145.18,,,42.1,,,0.077,0.007,,0.0104
Porphyry Cu-Mo,3.46,2.48,9.5,8.3,7,31,9.9,0.58,0.29,0.1,330,16.1
Porphyry Cu-Mo,3.53,0.72,,,5.27,4.6,0.0334,,2.66,0.032,0.066,0.0166
Porphyry Cu-Mo,3.6,164,17.6,3.81,7.55,13.8,4.4,0.025,0.5,0.1,2.21,0.01
Porphyry Cu-Mo,3.77,1.95,23.9,,,40.43,,,0.144,,,0.0052
Porphyry Cu-Mo,3.77,1.71,,,17.81,7.24,,,0.44,,0.137,
Porphyry Cu-Mo,3.85,42.6,19.8,4.9,5.2,6.5,6.94,0.025,0.5,0.1,2.62,0.01
Porphyry Cu-Mo,3.91,3.19,14.7,7.7,6.9,21,4.5,0.025,0.5,0.1,0.479,0.451
Porphyry Cu-Mo,3.97,2.4,23.3,8.1,6.4,24,4.43,0.025,0.5,0.1,0.44,0.46
Porphyry Cu-Mo,4.04,109,11.1,4.86,6.3,17.8,4.26,0.025,0.5,0.1,2.01,0.01
Porphyry Cu-Mo,4.08,1.16,6.92,,0.37,91.78,,,,,,0.0083
Porphyry Cu-Mo,4.15,1.32,6.5,5.4,6.1,27,6.62,0.025,0.5,0.1,0.55,0.01
Porphyry Cu-Mo,4.2,1.77,20.9,4.26,6.8,11.1,6.48,0.025,0.5,0.1,1.71,0.099
Porphyry Cu-Mo,4.28,0.205,0.232,,4.29,10.05,,0.024,15.59,,,
Porphyry Cu-Mo,4.36,1.09,2.72,6.72,1.11,1.96,,,17.77,,1.51,3.02
Porphyry Cu-Mo,4.38,0.65,3.5,4.69,8.1,73,5.06,0.025,0.5,0.1,0.342,0.01
Porphyry Cu-Mo,4.65,1.76,,,1.5,12.8,0.024,0.063,1.26,,,
Porphyry Cu-Mo,4.65,0.86,12.8,5.6,8.2,95,3.6,0.025,4.2,0.1,0.76,0.13
Porphyry Cu-Mo,5.25,0.48,,,2.33,,0.045,,0.32,0.035,0.118,
Porphyry Cu-Mo,5.31,4.2,8.4,7.2,7.4,26.1,7.98,0.025,0.5,0.1,3.1,0.01
Porphyry Cu-Mo,5.46,2.2,7.3,4.08,7.1,97,5.99,0.025,0.5,0.1,0.293,0.097
Porphyry Cu-Mo,5.57,102.1,11.6,3.77,5.91,10.9,5.32,0.025,0.5,0.1,2.31,0.01
Porphyry Cu-Mo,5.63,99.8,14.9,3.32,5.36,7.6,6.05,0.025,0.5,0.1,2.4,0.01
Porphyry Cu-Mo,5.71,67.3,16.2,3.37,6.79,14.3,6.05,0.025,0.5,0.1,2.41,0.01
Porphyry Cu-Mo,109.7,,1.58,,2.9,24.77,,,1.43,0.037,0.317,0.58
Porphyry Cu-Mo,111.18,13.88,2.37,7.71,7.07,19.45,0.047,0.067,2.89,,,2.31
Porphyry Cu-Mo,113.07,1.04,73.32,2.7,4.9,336.58,0.232,0.03,0.91,,13.83,0.512
Porphyry Cu-Mo,114,50.5,17.5,6,9.1,106,2.96,0.025,0.5,0.1,0.44,0.01
Porphyry Cu-Mo,117,17.8,16.3,7.1,10.8,37,5.49,0.025,0.5,0.1,0.51,0.01
Porphyry Cu-Mo,117,17.8,38,8,12.5,63,7.52,0.25,23.6,,230,2.15
Porphyry Cu-Mo,5.92,130,18.5,3.7,7.65,19.2,4.32,0.025,0.5,0.1,2.28,0.01
Porphyry Cu-Mo,6.16,0.69,0.87,,38,5.24,,,12.93,,4.36,3.17
Porphyry Cu-Mo,6.22,1.6,,,0.508,12.72,,,,,0.062,0.026
Porphyry Cu-Mo,6.23,1.68,11,5.2,8.7,17,5.56,0.025,0.5,0.1,0.54,0.01
Porphyry Cu-Mo,6.28,0.346,,,33.29,17.78,,,1.46,,0.041,0.0435
Porphyry Cu-Mo,6.45,6.26,,,0.9,49.5,,0.049,0.28,,0.172,0.113
Porphyry Cu-Mo,1.92,,0.557,,,8.45,,,,0.195,0.056,0.0178
Porphyry Cu-Mo,1.96,0.47,,,19.76,10.45,,,0.68,,0.194,
Porphyry Cu-Mo,2.18,0.41,,,0.89,19.09,,,10.32,,9.4,
Porphyry Cu-Mo,4.87,1.55,14.3,4.55,6.14,19.6,5.99,0.025,0.5,0.1,1.64,0.2
Porphyry Cu-Mo,5.01,3.07,23.2,7.2,7.5,20,6.6,0.025,0.5,0.1,2.32,0.01
Porphyry Cu-Mo,5.01,3.07,6.6,5.4,6.8,4.6,3.95,,,,2.32,
Porphyry Cu-Mo,5.02,2.85,,,2.54,,0.159,,0.35,,,
Porphyry Cu-Mo,5.15,0.72,,,10.2,,,,23.23,0.098,6.2,3.36
Porphyry Cu-Mo,2.26,1.8,0.175,,83.98,7.12,,,6.19,,,
Porphyry Cu-Mo,2.36,,1.09,,9.95,14.6,,,3.77,,,2.34
Porphyry Cu-Mo,2.37,1.31,2.5,9.9,8.1,51,6.64,0.025,0.5,0.1,5.02,0.01
Porphyry Cu-Mo,2.39,1.81,31.6,3.81,7.7,21.4,1.69,0.05,0.25,0.05,1.33,0.005
Porphyry Cu-Mo,2.48,1.38,5.4,10.2,7.7,54,7.39,0.025,0.5,0.1,4.5,0.022
Porphyry Cu-Mo,2.51,1.67,26.5,5.32,6.59,21.4,6.61,0.025,0.5,0.1,1.89,0.01
Porphyry Cu-Mo,2.57830534,3.38908609,45.5948098,0.50281083,0.445,71.1160393,0.025,0.015,0.31578143,0,0.01490247,0.005
Porphyry Cu-Mo,6.98,2.25,,,,,0.067,,0.46,,0.406,0.182
Porphyry Cu-Mo,7.36,74.9,16.6,4.88,6.98,8.8,4.97,0.025,0.5,0.1,2.45,0.01
Porphyry Cu-Mo,7.7,4.8,6.6,10,34.9,4.6,7.14,0.025,0.5,0.1,8.2,0.01
Porphyry Cu-Mo,7.7,4.08,15.78,,,99.76,0.0184,,0.081,,,0.0388
Porphyry Cu-Mo,7.98,0.49,1.25,,0.72,7.11,0.243,0.047,1.14,0.069,,2.39
Porphyry Cu-Mo,8.02,3.83,7.99,,0.44,68.19,,,,,,0.0097
Porphyry Cu-Mo,8.02,9,,,,22.88,,,0.27,,0.385,0.55
Porphyry Cu-Mo,8.36,1.73,,,16.27,5.01,0.073,,0.44,0.089,0.026,0.0484
Porphyry Cu-Mo,8.5,1046,53,7.3,19.5,24,13.2,0.05,0.25,0.05,1.07,0.158
Porphyry Cu-Mo,8.5,480,37.6,4.9,9.5,,13.2,,,,1.07,0.114
Porphyry Cu-Mo,8.54,,1.9,,1.43,,,0.048,0.86,,1,
Porphyry Cu-Mo,8.567062,12.085516,14.5867248,0.50899576,0.375,42.2095456,0.01,0.015,0.06,0,0.01179074,0.0314147
Porphyry Cu-Mo,10.7,,,,4.56,18.81,,,2.87,0.153,0.058,
Porphyry Cu-Mo,10.73,1.68,6.6,5.3,6.1,80,5.78,0.025,0.5,0.1,0.49,0.01
Porphyry Cu-Mo,10.81,4.75,6.41,,0.48,65.38,,,,,0.0212,0.063
Porphyry Cu-Mo,10.86,,26.83,,,26.15,0.101,,1.4,,,2.41
Porphyry Cu-Mo,10.92,0.459,0.69,,2.03,2.68,0.046,0.028,3.29,0.022,1.162,1.223
Porphyry Cu-Mo,11.02,18.58,15.85,,2.4,23.33,,,1.57,,,2.44
Porphyry Cu-Mo,11.53,39.54,,,1.86,24.66,,,0.36,,0.077,0.0195
Porphyry Cu-Mo,11.6,16.1,14.6,6.3,12.3,48,3.24,0.025,0.5,0.1,0.511,0.155
Porphyry Cu-Mo,11.7,159,22.9,5.54,5.6,8.2,5.74,0.025,0.5,0.1,3.02,0.01
Porphyry Cu-Mo,18.9,4.1,17.3,5.9,4.94,58,5.96,0.025,0.5,0.1,1.97,0.01
Porphyry Cu-Mo,20.02,0.41,,5.59,1.91,18.97,,,0.42,,,
Porphyry Cu-Mo,20.24,6.65,0.8,2.17,1.35,6.48,,,1.06,0.023,1.95,0.426
Porphyry Cu-Mo,20.7,14,5.6,5,7.41,41,8.58,0.025,0.5,0.1,3.01,0.01
Porphyry Cu-Mo,21,4,8,2.4,8.3,54,2.11,0.05,0.25,0.05,1.16,0.017
Porphyry Cu-Mo,21.1,4,63,2.6,6.5,47,1.21,0.05,0.25,0.05,26.9,0.005
Porphyry Cu-Mo,21.13,8.09,21.67,,,166.22,,,0.31,0.014,0.497,0.157
Porphyry Cu-Mo,21.3,15,6.6,3.7,7,31,7.55,0.025,0.5,0.1,5.91,0.07
Porphyry Cu-Mo,21.3,6.2,34,5.4,9.4,8.1,7.06,0.105,1.2,0.1,6.7,4.2
Porphyry Cu-Mo,21.4544865,2.38976728,0.28754596,0.45213053,0.405,31.3239656,0.02,0.02,0.07,0,0.02799884,0.005
Porphyry Cu-Mo,21.8,13.5,4.6,4.5,6.1,51,7.52,0.025,0.5,0.1,1.86,0.01
Porphyry Cu-Mo,22.32,1.65,1.36,,50.92,18.88,0.153,0.112,8.71,0.096,,0.872
Porphyry Cu-Mo,22.4,10.8,28.2,8.9,6.8,32,5.49,0.025,0.5,0.1,2.71,0.01
Porphyry Cu-Mo,23.3,10.8,16.9,11.6,7.7,25,5.97,0.025,0.5,0.1,4.85,0.01
Porphyry Cu-Mo,24.32,4.12,1.62,,6.9,6.81,0.477,0.104,3.52,0.086,,2.79
Porphyry Cu-Mo,25.1,2.15,6.5,3.4,7.36,41.1,2.52,0.05,0.25,0.05,1.091,0.0118
Porphyry Cu-Mo,25.2,1.3,19.8,9.9,11.9,48,3.79,0.025,0.5,0.1,4.27,0.166
Porphyry Cu-Mo,25.32,53.32,,,9.33,,,,6.28,,2.53,2.02
Porphyry Cu-Mo,25.5,11.6,7.7,5.25,6.99,52,7.41,0.025,0.5,0.1,0.591,0.01
Porphyry Cu-Mo,25.7,773,51,12.3,59,2.5,19,0.05,0.25,0.05,1.79,0.64
Porphyry Cu-Mo,26.46,1.72,,,9.88,6.34,,,1.69,,2.96,0.0163
Porphyry Cu-Mo,27.8,5.5,2.4,6.9,8.9,57,4.98,0.025,0.5,0.1,3,0.14
Porphyry Cu-Mo,27.83,5.27,1.05,,,39.63,,,1.16,0.023,0.33,0.51
Porphyry Cu-Mo,29.06,9.58,1.7,1.08,46.7,7.21,,0.115,7.1,0.132,4.98,1.61
Porphyry Cu-Mo,29.1,9.7,14.7,4.8,7.4,75,6.11,0.025,0.5,0.1,1.8,5.4
Porphyry Cu-Mo,30.1,1.2,11.3,5.25,7.6,116,5.82,0.025,0.5,0.1,0.43,0.081
Porphyry Cu-Mo,30.3,22.9,22.4,5,5.83,45,7.95,0.025,0.5,0.1,4.12,0.33
Porphyry Cu-Mo,30.66,29.36,3.96,,6.38,19.7,,0.047,0.59,,0.995,
Porphyry Cu-Mo,31,12.5,4.3,5.12,9.3,33.8,4.23,0.025,0.5,0.1,0.543,0.01
Porphyry Cu-Mo,32.1,18.1,6.5,4.78,7.96,60,7.41,0.025,0.5,0.1,3.04,0.01
Porphyry Cu-Mo,32.3,3.15,12.1,6.4,8.1,83,3.19,0.025,1.3,0.1,0.57,0.143
Porphyry Cu-Mo,32.34,24.99,5.01,,1.17,104.5,,,0.39,,,
Porphyry Cu-Mo,11.95,2.74,,,31.29,8.18,,0.048,0.38,,,
Porphyry Cu-Mo,12.25,12.27,,,0.38,16.72,,,,0.054,0.424,
Porphyry Cu-Mo,12.47,1.54,8.5,3.32,9.2,43.9,2.06,0.05,0.25,0.05,1.1,0.005
Porphyry Cu-Mo,12.47,1.54,6.5,2.4,6.5,41.1,1.21,,,,0.682,
Porphyry Cu-Mo,12.5,6.1,17.3,10.1,9.2,13,6.57,0.025,2.3,0.1,3.62,0.01
Porphyry Cu-Mo,12.56,5.3,11.72,,,72.65,0.031,,,0.027,0.15,0.737
Porphyry Cu-Mo,12.83,44.58,,3.5,3.73,11.53,0.126,,,,0.305,1.079
Porphyry Cu-Mo,12.86,0.213,0.58,,0.738,4.31,0.03,,0.61,,3.53,
Porphyry Cu-Mo,13.1,5.68,7.2,6.8,8.3,22.4,4.19,0.025,0.5,0.1,0.57,0.01
Porphyry Cu-Mo,13.2,7.7,9.3,5.1,8,42,5.67,0.025,1.8,0.1,0.457,0.66
Porphyry Cu-Mo,13.73,9.56,67.75,,,42.72,0.0132,,,,0.137,0.304
Porphyry Cu-Mo,14.08,0.79,,,1.34,22.38,,,0.4,0.03,,
Porphyry Cu-Mo,14.31,1.41,,,82.23,3.51,,0.046,2.53,,0.409,0.225
Porphyry Cu-Mo,14.72,8.25,,1.79,,,0.338,,1.87,,5.71,0.305
Porphyry Cu-Mo,14.82,4.75,10.6,3.39,9.1,49.5,1.47,0.05,0.25,0.05,0.725,0.005
Porphyry Cu-Mo,14.89,6.2,,,0.35,21.25,,0.069,4.76,,,
Porphyry Cu-Mo,15.09,4.53,,,3.12,3.41,,0.083,11.55,,4.75,2.2
Porphyry Cu-Mo,15.5,10.1,16.9,5.4,7.1,46,6.85,0.025,0.5,0.1,7.3,0.01
Porphyry Cu-Mo,15.5,0.26,7.1,4.4,7.8,26.4,6.47,0.025,0.5,0.1,0.54,0.01
Porphyry Cu-Mo,16.4,1.69,13,4.6,8.1,92,3.77,0.025,0.46,0.1,0.58,0.01
Porphyry Cu-Mo,16.67,22.14,1.73,,1.23,25.99,,,6.37,,1.38,
Porphyry Cu-Mo,17.1,11.7,11.8,5.6,11.4,37,6.54,0.2,0.5,0.1,3.65,0.41
Porphyry Cu-Mo,17.1,20.5,7.1,5.03,6.6,70,7.25,0.025,0.5,0.1,4.71,0.56
Porphyry Cu-Mo,17.1,14,4.6,3.7,5.83,31,6.72,,,,2.86,
Porphyry Cu-Mo,17.3,970,37.6,5.5,88,18.5,19.2,0.05,10.2,0.05,1.24,0.44
Porphyry Cu-Mo,17.39,11.6,8.33,,0.53,31.37,,0.025,0.14,,0.412,0.137
Porphyry Cu-Mo,17.63,0.9,2.48,,1.49,9.76,,,3.37,,0.881,0.087
Porphyry Cu-Mo,18.2,10.9,19.4,11.1,11,2.5,6.27,0.025,1.8,0.1,4.18,0.01
Porphyry Cu-Mo,18.4,638,62.1,9.6,6.2,20.9,28.1,0.05,7.6,0.05,189,19.1
Porphyry Cu-Mo,18.4,85,58,5.8,5.1,11.9,28.1,,2.9,,189,19.1
Porphyry Cu-Mo,18.49642,0.94576,0.14,0.235,2.123844,2.266247,0.02,0.02,0.899548,0,0.048084,0.005
Porphyry Cu-Mo,18.52,15.01,3.4,2.15,1.04,34.95,,,,,0.347,0.0366
Porphyry Cu-Mo,32.5,2.03,26.4,4.6,7.5,89,1.35,0.05,0.25,0.05,1.14,0.005
Porphyry Cu-Mo,32.96,40.42,0.98,,0.44,58.51,,,1.69,0.02,1.2,1.21
Porphyry Cu-Mo,33.91,31.83,5.03,,0.84,51.35,,,,,0.913,0.099
Porphyry Cu-Mo,,,9.39,,1.51,79.09,0.04,,,,0.293,0.035
Porphyry Cu-Mo,,30.37,0.55,,2.94,,,,2.57,,0.042,0.075
Porphyry Cu-Mo,,,7534.16,,2.2,3.52,0.167,0.171,,0.064,0.0162,0.419
Porphyry Cu-Mo,,,4611.96,,0.85,5.47,0.721,0.073,0.135,0.063,0.356,0.366
Porphyry Cu-Mo,34,2.62,1.51,,1.83,8.87,0.185,,2.78,0.094,0.583,1.033
Porphyry Cu-Mo,34.07,19.85,37.53,,,157.94,,,0.44,,0.0224,0.0073
Porphyry Cu-Mo,34.4,7.9,9.4,4.8,6.2,39,7.19,0.025,0.5,0.1,1.09,0.01
Porphyry Cu-Mo,34.4,17.63,20.71,,2.03,21.86,,,1.74,,,
Porphyry Cu-Mo,36.8,6.1,8.9,4.4,7.9,50,2.15,0.05,0.25,0.05,0.682,0.005
Porphyry Cu-Mo,37.65,2.83,,,0.48,53.76,,,0.83,0.021,,2.33
Porphyry Cu-Mo,38.84,27.81,123.74,,,43.11,,,,,0.0254,0.0397
Porphyry Cu-Mo,39.01,3.63,,,0.9,105.83,,,1.68,0.043,,
Porphyry Cu-Mo,40,5.44,21.8,3.1,6.9,47.7,1.5,0.05,0.25,0.05,1.2,0.047
Porphyry Cu-Mo,41.7468528,322.348691,20.839426,2.44128041,347.653051,1.21,2.387461,0.79905384,123.026702,0.01842154,13.967542,1.89758214
Porphyry Cu-Mo,43,19.7,29.1,10.8,6.9,13.9,5.06,0.025,0.5,0.1,3.35,0.01
Porphyry Cu-Mo,43.7626393,12.4902152,1.6708705,0.54956714,0.365,36.0019632,0.01,0.015,0.38927073,0,0.01,0.02690876
Porphyry Cu-Mo,45.3,579,69.8,7.4,5.1,31,31.1,0.05,15.4,0.05,477,37
Porphyry Cu-Mo,45.68,5.08,1.42,,42.18,8.28,0.108,,2.24,,,3.04
Porphyry Cu-Mo,46.16,,0.96,,28.68,2.32,0.148,0.058,0.84,0.027,5.01,0.0272
Porphyry Cu-Mo,46.28,1.87,,,60.1,,,,2.16,0.054,2.17,0.928
Porphyry Cu-Mo,46.94,147.31,9.02,,8.42,18.17,,,0.148,,0.0271,
Porphyry Cu-Mo,67.2378585,157.069591,6.18734005,2.11304254,387.6,0.87,0.52304939,0.30626659,83.2339911,0.07462914,19.6154595,1.18367218
Porphyry Cu-Mo,68.52,0.61,,,22.31,10.4,0.035,,3.15,,,
Porphyry Cu-Mo,70.5840872,121.320555,2.89742577,36.9991316,181.506131,1.12131574,0.89219357,0.05671917,58.3497582,0.01976654,4.3892397,0.86521542
Porphyry Cu-Mo,71.3168219,347.547647,21.2231558,22.0197159,192.631453,0.98,14.4340493,1.01495613,91.875624,0.48224177,116.751394,4.92390903
Porphyry Cu-Mo,71.898364,271.864939,7.03321951,7.7137847,293.486649,0.87,3.40697754,0.46399822,40.0141073,0.09437399,43.1074503,3.43114061
Porphyry Cu-Mo,75.61,25.37,,,0.192,,,0.04,0.79,,,2.19
Porphyry Cu-Mo,76.57,5.79,13.56,,,24.11,,0.0186,,,0.062,0.0851
Porphyry Cu-Mo,78.05,10.31,,,,12.62,0.04,,0.37,,,0.0097
Porphyry Cu-Mo,83.62,,3.67,3.26,,6.19,,,,0.048,,0.078
Porphyry Cu-Mo,83.67,21,173.18,,,58.71,0.0231,,0.62,,0.044,0.376
Porphyry Cu-Mo,83.73,8.97,1.55,,2.12,22.14,0.148,0.11,1.96,0.052,6.33,2.26
Porphyry Cu-Mo,84,28,6.8,4.2,7.6,98,5.64,0.025,0.5,0.1,0.517,0.01
Porphyry Cu-Mo,84.15,9.37,,,3.72,5.23,,,4.21,,,0.072
Porphyry Cu-Mo,85,,,,20.96,10.51,,,,,1.54,2.14
Porphyry Cu-Mo,91,609,60,4.9,20,2.5,18,0.05,0.25,0.05,1.79,0.36
Porphyry Cu-Mo,91.9678674,72.8669821,16.8110517,0.31343998,0.385,35.2064121,0.04356223,0.04165466,0.30531294,0,4.30610834,2.32746669
Porphyry Cu-Mo,95.49862,3.249845,0.15,0.475783,2.714791,1.1,0.02,0.02,6.540097,0,0.018096,0.005
Porphyry Cu-Mo,97.17,5.91,,,2.43,126.05,,,0.71,0.021,13.28,0.449
Porphyry Cu-Mo,98.4,18.3,19.1,4.67,8.52,62.3,11.3,0.05,4.1,0.05,980,30
Porphyry Cu-Mo,100.44,87.46,,,1.86,171.05,,,1.2,,15.13,1.33
Porphyry Cu-Mo,100.53,9.19,0.43,,1.1,64.64,,,,0.055,0.156,0.261
Porphyry Cu-Mo,104.69,0.8,45.96,,6.02,308.86,,0.025,1.23,,0.126,0.0091
Porphyry Cu-Mo,,,6594.63,,1.24,3.59,0.25,0.134,0.066,0.085,,0.253
Porphyry Cu-Mo,,,6498.93,,0.98,6.19,0.083,0.16,0.199,0.036,0.088,0.5
Porphyry Cu-Mo,,,12.08,,0.59,51.75,0.196,,,,2.65,1.071
Porphyry Cu-Mo,105,333,16,3.26,7.7,8.7,4.5,0.025,0.5,0.1,2.24,0.01
Porphyry Cu-Mo,47,720,39.5,8.3,9.5,2.5,18.3,0.05,3.8,0.05,140,32
Porphyry Cu-Mo,47.77,3.4,1.07,,72.15,7.68,,,4.22,0.142,1.28,0.041
Porphyry Cu-Mo,47.82,6.44,,7.21,2.18,9.85,,,27.86,,,
Porphyry Cu-Mo,50.95,7.58,,,,6.27,0.433,,5.32,,5.83,1.61
Porphyry Cu-Mo,51,44.7,31.7,5.12,30.2,44.7,6.72,0.209,0.5,0.1,4.19,0.01
Porphyry Cu-Mo,53.02,8.37,,,37.94,11.51,,,0.15,,0.041,
Porphyry Cu-Mo,53.3,33.4,21.9,7.2,8.6,22.1,4.89,0.025,0.5,0.1,3.31,0.01
Porphyry Cu-Mo,53.48,6.81,1.29,2.22,2.16,4.38,0.165,,6.12,,1.37,1.84
Porphyry Cu-Mo,53.7,5.2,38,8,12.5,20.8,5.09,0.25,1.44,0.1,12.6,0.55
Porphyry Cu-Mo,54.34,25.68,2.42,,1.28,50.92,,,,,1.11,0.0123
Porphyry Cu-Mo,55,16.2,22.1,4.9,5.9,24.7,6.04,0.025,0.5,0.1,1.38,0.01
Porphyry Cu-Mo,55,16.2,34,5.4,9.4,75,7.06,0.105,,,6.7,5.4
Porphyry Cu-Mo,56.88,8.12,0.47,,,11.74,0.032,,0.79,,0.059,0.0125
Porphyry Cu-Mo,58,10.6,14.3,7,9.6,39,5.91,0.072,0.5,0.1,0.82,0.2
Porphyry Cu-Mo,,,63.23,,,11.39,0.069,0.0212,,0.08,0.366,0.613
Porphyry Cu-Mo,,,4607.24,,1.12,6.15,7.44,0.133,0.95,0.127,5.7,5.62
Porphyry Cu-Mo,,,3660.53,,0.66,11.13,2.86,0.223,1.35,0.065,12.03,5.34
Porphyry Cu-Mo,,,1632.12,,0.42,4.77,4.48,0.207,0.49,0.086,6.49,5.14
Porphyry Cu-Mo,60.4,0.56,0.32,,1.78,214.34,,,0.177,,0.446,
Porphyry Cu-Mo,60.66,2.17,,,89.41,13.04,,,7.89,,0.879,2.34
Porphyry Cu-Mo,62.69,0.51,0.59,,1.12,259.91,,,0.51,,,
Porphyry Cu-Mo,62.9,36.3,12.5,5.3,9.1,62,4.71,0.025,0.5,0.1,0.661,0.112
Porphyry Cu-Mo,66,15.4,4.6,3.97,7.19,72,6.74,0.025,0.5,0.1,7,1.05
Porphyry Cu-Mo,66.91,17.91,,2.63,19.68,1.4,,0.026,,,,1.55
Porphyry Cu-Mo,105,333,22.9,5.54,7.7,19.2,6.94,,,,3.02,
Porphyry Cu-Mo,108.84,0.94,,,7.33,483.13,,,6.24,0.017,0.05,0.0286
Porphyry Cu-Mo,121.15,0.49,,1.57,6.14,576.75,,0.044,,,,
Porphyry Cu-Mo,121.71,11.02,,,0.61,93.06,,,1.52,0.084,,0.437
Porphyry Cu-Mo,126.52,23.73,,,4.02,8.08,,0.049,1.27,,,
Porphyry Cu-Mo,141.49,2.69,,,4.54,454.93,,,5.17,,,0.0116
Porphyry Cu-Mo,143,480,42,5.3,10.2,6.6,26.3,0.05,0.25,0.05,1.18,0.114
Porphyry Cu-Mo,143,1046,60,12.3,88,24,26.3,,10.2,,140,32
Porphyry Cu-Mo,405.77,31.99,,,,617.95,,,2.87,,,1.209
Porphyry Cu-Mo,418.887609,21.3809208,31.8243605,6.40635849,23.1800828,1.105,5.25964505,3.99273225,0.24518886,0.07137712,292.626404,2.1383799
Porphyry Cu-Mo,447.49,18.62,,2.49,27.47,8.73,,,2.56,,0.431,
Porphyry Cu-Mo,178.999184,75.6737072,1.16497424,0.69155899,0.46,6.63938906,0.015,0.015,0.1569861,0,0.12669686,0.03647782
Porphyry Cu-Mo,192,85,58,5.8,5.7,11.9,28.3,0.05,2.9,0.05,312,22.9
Porphyry Cu-Mo,192,638,69.8,9.6,6.2,31,31.1,,15.4,,477,37
Porphyry Cu-Mo,192.8,0.94,,5.27,,227.1,,,4.14,,0.578,0.575
Porphyry Cu-Mo,202.28,2.44,0.45,,5.65,432.55,,,,0.025,0.322,0.322
Porphyry Cu-Mo,,36.97,0.48,,1.63,12.81,,,,,0.047,0.0273
Porphyry Cu-Mo,,,,2.3,35.94,5.79,,,0.7,,,0.0099
Porphyry Cu-Mo,211,90,45.8,8.9,9.9,23,4.33,0.025,0.5,0.1,2.58,0.01
Porphyry Cu-Mo,215.35,95.13,1.72,1.65,2.74,24.65,0.104,,3.75,0.017,0.314,2.07
Porphyry Cu-Mo,219.854593,117.478063,2.97100379,42.3475849,387.6,0.97,0.53472362,0.25695726,45.988233,0.07106578,6.93312632,0.82176379
Porphyry Cu-Mo,237,142.1,9.4,7.5,12,26,3.95,0.025,0.5,0.1,3.45,0.01
Porphyry Cu-Mo,257.1,61.78,11.8,,,12.45,,,2.37,,11.73,
Porphyry Cu-Mo,273.490784,202.078585,78.3961689,85.7371115,383.21143,1.01,6.80013834,1.65165815,74.3323673,0.21336578,200.593335,11.0542178
Porphyry Cu-Mo,275.1,429.24,,,0.233,61.79,0.211,,0.62,,0.178,1.12
Porphyry Cu-Mo,276.14,2.08,0.98,,5.05,324.61,0.035,0.079,1.75,,0.098,0.0183
Porphyry Cu-Mo,299.49,38.16,4.33,3.53,3.18,17.98,,,2.96,0.043,0.745,1.036
Porphyry Cu-Mo,316.493499,350.707399,157.170478,127.991207,163.342552,1.56,11.7197965,1.07726436,100.964559,0.41461414,111.82763,10.5754363
Porphyry Cu-Mo,333.097646,82.8116961,12.9381914,0.91513595,9.53616389,0.955,5.2822347,0.14427572,112.117864,0.10175815,12.1172805,2.99840446
Porphyry Cu-Mo,341.48,,0.51,,2.44,18.62,,,0.17,,0.073,
Porphyry Cu-Mo,344.47,11.26,,,16.76,6.94,,,2.17,,1.8,0.045
Porphyry Cu-Mo,360.99,,0.79,,2.45,23.4,,,,0.036,0.159,0.187
Porphyry Cu-Mo,361.2765,208.7822,0.13,0.748294,1.099206,7.393262,0.025,0.01,0.947231,0,1.219,0.707335
Porphyry Cu-Mo,366.37,25.33,0.37,,,12.88,,,3.34,,1.5,
Porphyry Cu-Mo,370.31,2.91,0.25,,0.47,437.13,0.0159,,4.22,0.009,0.058,0.0205
Porphyry Cu-Mo,469,86,10.5,4.2,6.9,51,7.49,0.025,0.5,0.1,2.86,0.08
Porphyry Cu-Mo,469,86,31.7,5.12,30.2,72,8.58,0.209,,,7,1.05
Porphyry Cu-Mo,474.27,14.21,1.11,,0.32,31.29,0.021,,,,0.142,0.0114
Porphyry Cu-Mo,474.96,51.33,,,6.43,13.69,,,,,0.038,
Porphyry Cu-Mo,,12.36,0.63,,11.6,9.43,0.043,,2.24,0.08,0.157,0.212
Porphyry Cu-Mo,,,0.247,,19.13,17.61,0.035,,,,0.051,0.0279
Porphyry Cu-Mo,143,480,42,5.3,10.2,6.6,26.3,0.05,0.25,0.05,1.18,0.114
Porphyry Cu-Mo,144.54,21.79,0.94,,14.74,6.59,,,3.7,,2.6,0.04
Porphyry Cu-Mo,145.98,34.37,5.82,,1.32,45.12,,,6.85,,1.91,
Porphyry Cu-Mo,146.63362,79.1407322,93.6270662,0.71619193,13.9267767,0.405,0.91180577,0.06178497,88.3391287,0.00698996,4.91664716,2.10489525
Porphyry Cu-Mo,147.68,48.14,2.59,,18.84,7.87,,,,0.09,,
